Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Comments
0,0.592704,6,,0.0404,,,,0.648,202.903,214373,17173859,94984,22819772,3849
3,0.909853209,,-2.41,,0.000384241,7.55E-05,,,136.507,231400,,48525,12399135,
2,0.806954491,1,-3.606,0.0613,6.33E-06,0,0.007189057,0.832,150.359,180493,8647302,48772,14000874,1220
1,0.472729139,1,-3.199,0.0298,5.93E-06,,,0.373,78.838,287533,10300177,61545,11237297,
0,4.00E-05,8,-25.591,0.0406,,0.92,0.001,,60.228,270000,18671,,57842891,7
0,2.49E-05,8,-26.804,0.0406,0.961504803,0.902,0.001124864,0.0338,,293147,13097479,,30172189,8404
0,4.78E-08,,-36.759,,0.979146657,0.922,0.002571353,0.085,69.363,254000,86725,1192,,
0,2.67E-08,2,-33.974,0.0491,0.976191488,0.955,,0.039,66.685,442172,84507,1549,19045470,
1,2.34E-07,7,-35.91,0.0384,0.982107784,0.949,0.000374805,,95.761,131333,1983,58,,0
0,2.86E-06,2,,0.0388,0.979146657,,0.001442897,0.0384,76.382,357747,9990324,69656,19037316,3449
0,,1,-39.158,,,0.868,0.005268024,0.0882,69.659,,5363,286,,20
0,,1,-35.638,0.0405,0.955671625,0.922,0.001367631,0.0779,,259573,,13946,14091380,582
0,0.023639903,8,-22.167,,0.806954491,0.888,0.000442451,0.509,87.953,287987,131363,3044,19391232,
0,,8,-15.142,0.0425,0.979146657,0.903,0.001,0.038,70.326,,,285981,,10795
3,0.843908625,0,-2.72,0.351,0.000374805,0,0.015625,,139.75,,197787720,700972,50014207,34674
6,0.736314327,5,-4.355,0.313,5.29E-07,0,,0.656,146.015,183907,189924119,686694,36906355,25774
9,,5,-4.827,,,0,0.004574296,,128.064,,271732183,1152959,45565039,35727
8,0.263374721,0,-4.149,0.185,1.70E-07,0,0.000290118,,160.961,,31135337,196781,,5422
5,0.318611987,7,-5.549,0.043,0.068417929,,0.008365427,0.303,90.039,238893,142000287,709283,37433679,41243
5,0.778688,10,,0.173,0.000234885,0,0.002685619,0.546,166.884,214213,2993378,35488,1666272,1624
7,0.758550528,0,-4.133,0.0547,0.000753571,0,0.000223649,0.71,94.015,250867,173344169,,34301351,25713
8,0.616295051,,-1.765,0.254,,0,0.000915499,0.555,132.083,169453,15403799,113078,7764123,
1,0.393832837,,-6.935,,0.121287375,0,0.000736314,0.466,,281533,,449954,16840388,24342
3,0.221445125,6,,0.205,0.207474688,0,,,113.302,202760,15035045,177852,22154699,4001
2,0.000411831,1,-16.092,0.0355,0.854670349,1.22E-05,,0.125,117.131,270400,47928491,228873,,11212
0,0.010218313,0,-13.003,0.0378,0.665338617,9.27E-06,0.001728,0.161,176.524,380067,,687,805343,32
2,0.050653,3,-10.535,0.025,0.376367048,0,0.003869893,0.251,76.002,244667,7023713,44374,31376985,2581
2,0.138991832,2,-8.601,0.023,0.065450827,0,0.002146689,0.472,81.019,247307,11789023,69446,28957288,
4,0.043986977,9,-11.484,,0.444194947,0.000578,0.000470911,0.179,140.057,,34086587,142301,14231737,
2,,7,-9.905,0.0314,0.485587656,,0.001030301,0.276,,242400,608137,4179,6948833,195
0,0.002515456,,,,0.918330048,1.67E-05,0.002146689,,80.629,,1711619,8102,26531552,
3,0.150568768,7,-9.673,0.0268,0.009129329,0.00797,0.011697083,0.68,94.461,,1984899,14628,191421653,796
0,0.331373888,1,-11.691,0.0338,,,0.007645373,0.952,179.396,288507,2344186,30200,198452448,1004
2,,4,-14.791,,0.109215352,0.245,0.000629423,0.45,,235224,917354,13296,52867346,332
2,0.008,10,-21.64,0.0448,0.921167317,0.935,,0.582,92.061,127746,204313,1993,,190
0,0.413493625,2,-11.021,0.0327,0.048627125,0.735,0.006859,0.879,105.058,450600,2776675,20012,67979858,1344
1,0.223648543,3,-13.4,0.0345,0.038272753,0.0237,0.000994012,0.724,,221891,13235,282,32750604,20
2,0.103823,4,-13.45,0.0264,0.416832723,0.747,0.002097152,0.846,93.964,311704,8402964,36473,54529141,3386
1,0.171879616,10,-6.501,0.0274,0.001953125,0.0117,0.000724151,,135.624,403507,19802113,101245,,5009
0,0.262144,4,-9.256,0.0339,0.035611289,0.341,0.000679151,0.583,97.968,317438,,87071,47653458,9699
0,0.406869021,7,,0.0461,0.008,,0.751089429,0.312,128.001,538760,418612,6117,,462
4,0.841232384,,-3.065,0.0476,0.013651919,0,0.001953125,0.934,166.925,260185,,46523,44691457,934
3,0.549353259,7,-4.931,0.105,0.008365427,,0.106496424,,169.96,253000,493949,3653,1161930,16
8,0.353393243,3,-3.544,,0.025153757,,,0.817,139.987,246813,982201,7498,1120133,76
3,,4,-10.511,,0.403583419,0.000313,,,155.969,,,,25388580,1340
8,0.835896888,7,-4.819,0.0477,0.002352637,7.36E-06,0.001259712,0.938,,257744,,4190,23821960,
8,0.865523177,0,-5.613,0.0888,0.074088,0,0.216,0.881,,229067,,4423,26640101,91
3,0.582182875,5,-4.144,0.0548,,0,0.001295029,0.383,164.961,259560,1483920,20044,2135109,839
8,0.565609283,2,-5.009,0.167,,0,,0.687,120.048,,762809,6037,865091,33
5,0.704969,,-3.93,0.201,,0,,0.793,167.008,288067,702427,3859,812562,21
5,0.686128968,,-2.722,0.104,0.009800344,0,0.000275894,0.559,167.993,258013,542022,,,24
6,0.241804367,8,-11.146,0.042,0.011852352,0.00234,2.57E-05,,126.739,171960,1813495,14826,276773036,476
0,0.023887872,,-13.369,0.028,0.614125,0.000138,0.00050817,0.142,85.691,210907,2082831,27090,71046050,771
3,0.027,,-13.032,,,5.97E-06,0.007189057,,,253520,11951,192,23931046,9
5,0.076225024,9,-8.527,0.0305,0.456533,2.00E-06,0.008615125,0.486,111.914,,252740,1972,49430460,
0,0.000915499,,-14.966,0.0285,0.642735647,3.83E-06,0.000365526,0.135,68.897,,59548,510,28821025,5
3,0.037933056,7,,0.044,0.160103007,,0.001331,0.589,78.884,151827,3824093,,5292209,445
5,,5,-16.276,0.0428,0.135796744,0.000172,0.000493039,0.651,75.022,181093,150874,902,3916795,27
0,0.003652264,,-16.232,0.0353,0.180362125,8.25E-05,0.001061208,0.156,76.119,256960,108981,1651,17109607,41
1,0.089915392,7,-10.665,0.0246,0.004173281,1.18E-06,0.000533412,,173.86,256827,90719097,474597,364674916,14595
3,0.122023936,10,-6.136,0.028,0.036926037,0,0.000873723,0.27,79.01,214307,,,100536256,15450
5,0.494913671,0,-8.923,0.0302,0.001,0.000124,0.037259704,0.862,118.981,234827,612775,7300,71315839,463
1,0.145531576,7,-6.919,0.0277,0.021952,3.87E-06,0.001560896,0.246,138.08,,265175,,16091285,65
2,0.726572699,,-6.261,0.0633,5.64E-06,,0.023393656,0.829,106.676,212973,4980247,23287,,934
2,0.106496424,10,-8.687,0.0261,0.016581375,6.46E-06,0.004574296,0.382,82.977,235667,18949775,,,3292
4,0.074618461,9,-8.319,0.0308,0.099897344,0,0.010360232,0.302,,200973,,57247,18906038,2600
6,0.389017,0,-7.981,0.035,2.69E-06,0,0.012487168,0.421,119.029,204547,214004,2986,,
2,0.224755712,,-9.859,0.0306,0.003048625,,0.000379503,0.485,142.008,232360,4387076,12858,5772835,432
1,0.219256227,1,-6.917,0.03,9.00E-06,0.00105,0.000973242,0.267,155.111,248267,4085038,14503,,988
1,0.245314376,5,,0.0294,,5.70E-05,0.000629423,0.542,,199907,44851,823,108880917,70
2,,9,-13.492,0.0383,0.000256048,0.0201,0.371694959,0.588,136.58,291893,6663889,53197,,
1,0.045499293,5,-11.333,,0.137388096,0.00363,,0.28,138.212,284840,1025413,12278,32954129,680
4,0.148035889,,-7.976,0.0306,0.003944312,0,0.011852352,0.63,103.18,351000,3766398,20331,28856861,1821
2,0.032461759,,-11.709,0.0343,,0.000983,0.002146689,0.305,105.704,335257,6346976,42028,,3386
0,0.406869021,,-7.833,0.0461,0.008,,0.751089429,0.312,128.001,538760,20748849,111892,12599779,6128
0,0.035611289,,-9.724,0.0293,0.230346397,0.000305,0.000605496,0.213,,341691,,,17302918,302
2,0.176558481,7,,0.0275,8.52E-05,2.10E-06,0.125,0.367,138.335,231553,,11090,13627543,684
6,0.327082769,1,-5.286,0.128,0.002803221,0,,0.49,82.98,191149,33900907,665366,72313339,
8,,2,-2.125,0.0399,3.73E-05,0.493,0.292754944,,127.941,222187,53579607,,130521709,13950
9,0.385828352,10,-6.716,0.177,,0.00968,0.000121287,0.814,101.967,93625,314836,,2001302,1517
9,0.329939371,7,-6.775,0.093,0.000134218,,0.000377933,,92.996,291707,8593948,86014,13299363,5213
6,,10,-4.732,0.0475,0.000292755,0.00154,,0.787,128.009,248120,,77767,16482284,6987
6,0.088716536,0,-9.904,0.037,0.367061696,2.39E-05,0.001331,0.843,140.993,,11553281,,36093980,
4,0.519718464,7,-7.911,0.0326,2.15E-06,1.97E-05,0.026730899,,,,43678188,311563,80743609,16916
3,0.111284641,4,-10.545,0.0317,0.080062991,0.00299,,0.548,129.881,307333,1145635,41418,43401721,
5,0.120553784,0,-8.14,0.0602,0.025672375,4.80E-06,0.015252992,0.547,,201352,791403,10049,17950081,409
0,,0,-14.223,0.0287,0.841232384,0.0031,0.001643032,0.199,146.367,,,9845,,426
2,0.128024064,,-8.821,0.09,0.174676879,0.0414,0.000820026,0.712,141.369,237713,2135027,26953,21461125,1402
6,0.387420489,6,-10.293,0.0528,0.017373979,0.0105,0.001860867,0.536,89.886,286960,2100217,15893,,785
6,,10,-9.767,0.0349,0.009528128,1.55E-05,,0.328,130.228,247600,167303,1672,7846047,51
0,0.140608,2,-7.297,0.0303,0.018609625,,0.004492125,0.223,74.131,324267,10139624,77202,16608238,2923
7,,,-9.769,0.0511,2.73E-05,,0.002515456,0.757,144.157,248560,7011159,57963,14051780,
1,0.066430125,7,-10.719,,0.250047,0,,0.299,143.139,143839,,,88922714,5
0,0.343,2,-6.567,0.036,0.148877,0,0.006434856,0.398,165.664,246493,24585628,,97388765,34
5,0.783777448,0,-6.533,0.0986,,0,0.452984832,0.775,135.259,,,619313,45879748,22154
1,0.362467097,,-7.406,,0.151419437,0,0.406869021,0.459,151.605,257106,333759,5412,82116481,132
0,,9,,0.0305,0.016194277,,0.001404928,0.119,71.915,213573,3727764,57267,53979429,
2,0.500566184,0,-4.228,0.0336,0.010360232,0,0.018609625,0.446,145.886,253159,5431084,51604,24884897,2447
2,0.325660672,2,,0.0322,,,,0.214,132.993,250373,,22057,,483
2,,7,-7.515,0.0401,0.247673152,,0.506261573,0.306,97.027,249942,,11707,22258107,373
0,0.043614208,9,-10.434,0.0308,0.154854153,0,0.004492125,,49.286,199173,4720508,67676,9079654,1495
2,0.281011375,3,,0.0264,,0,,0.466,91.035,219159,,8500,9695210,175
0,0.002863288,2,-15.134,0.0369,0.898632125,,0.001367631,0.123,76.748,269067,4747943,,32996978,2714
0,,10,-12.972,0.0394,0.893056347,0.000457,0.001061208,0.0783,102.281,230933,16821948,236575,19648356,9893
0,6.50E-05,,,,0.806954491,0.0588,,0.0514,,486000,4738,53,,1
0,0.011089567,8,-13.919,0.0403,0.921167317,,0.000458314,0.081,91.495,311333,1835998,14504,4651467,693
0,0.008741816,1,-22.657,0.0597,0.506261573,0.255,0.000401947,0.0839,130.415,577440,,982,6760147,
0,0.013824,2,-12.083,0.0348,0.938313739,,,0.0697,,195853,191814,,633287,2
0,0.000932575,8,-16.746,0.0396,0.924010424,0.0711,0.003511808,,82.077,155160,545183,7073,12952995,28
0,0.012487168,0,-15.058,0.0437,0.949862087,0.839,0.010360232,0.202,85.144,395680,598936,6441,4475285,369
0,0.012487168,4,-13.085,0.0477,0.949862087,0.000319,0.000627222,0.0396,172.243,221187,7729,88,2326992,3
0,0.002985984,2,-11.303,0.0449,0.926859375,7.53E-05,0.004330747,0.0387,78.639,292600,167840,1233,7902588,57
3,0.277167808,7,-5.832,,0.035937,0,,0.267,120.069,308000,,105495,10950200,9044
0,0.485587656,0,-4.392,,0.010077696,8.23E-06,0.007762392,0.482,178.103,206104,17472482,226622,,8362
7,0.426957777,,-2.408,0.164,0.011089567,0,0.350402625,0.589,144.057,,,915730,,35548
7,0.298077632,1,-5.464,0.246,,0,0.000656235,0.742,97.097,251715,41586964,405581,33486079,13103
1,0.324242703,3,-7.358,0.12,0.163667323,0,0.006331625,0.385,137.724,,1962246,43102,4498766,2131
0,0.478211768,5,-6.237,0.155,0.009528128,0,0.022425768,0.463,84.038,565834,7041563,113964,5566553,3847
4,0.669921875,5,,0.0951,0.001295029,0,0.343,0.725,84.004,340133,16003096,145117,16058406,811
8,0.373248,1,-4.793,0.0503,2.63E-06,,0.010793861,0.805,,,,1537,15545675,0
4,0.368601813,0,-8.307,0.039,0.002628072,0.00149,0.000321419,0.77,153.942,318840,,266841,,8371
5,0.748613312,5,,0.175,0.006128487,0,0.653972032,0.47,136.057,272349,6568707,102172,4598578,3104
3,,,-5.125,0.0954,0.008242408,9.12E-06,0.001601613,0.657,179.968,233013,55172,644,16281947,77
0,0.001331,6,-23.824,0.0396,0.633839779,0.888,0.001601613,0.0395,68.079,79840,10181,208,52877711,2
0,0.010218313,,,0.0336,0.218167208,0.099,0.001124864,0.0389,138.225,254307,68211565,383895,185314083,11587
0,0.000397065,9,-25.284,0.0436,0.356400829,0.765,,0.0378,,161493,49017269,,60818075,14442
0,2.62E-05,10,,0.0376,,0.831,0.001124864,,81.635,63267,206631,1521,15072141,
0,0.000128024,4,-29.69,0.0387,,,0.001404928,0.0912,170.05,,10181,208,24422351,2
1,4.59E-08,2,-29.557,0.0827,0.470910952,0.556,0.001331,0.15,173.788,69000,10181,,4075793,2
1,0.053582633,,-14.317,,,0.913,0.001601613,,84.332,602227,9914343,28036,23064044,2083
0,1.86E-06,4,-31.129,0.0478,0.890277128,0.319,0.001061208,0.0366,86.902,92907,648,13,,0
0,4.33E-06,2,-35.796,0.0391,,0.963,0.001771561,0.0357,,133600,10181,208,13263138,2
3,0.653972032,5,-5.832,0.048,0.000890277,,,0.798,184.348,230640,20580617,169486,392452339,
9,0.563559976,10,,,0.000651714,0,0.001728,0.813,134.454,,26675196,145519,150467911,6547
9,0.173741112,6,-7.766,0.0322,,1.94E-05,0.00025124,0.359,,231960,7369706,63865,31311685,3800
5,0.232608375,1,-9.332,0.0342,0.008120601,0.00235,0.00052166,,118.294,210640,3969377,30379,,1091
9,0.398688256,,-7.896,0.0675,0.010648,0.000725,0.000714517,0.967,115.149,218320,480307,4657,13515840,185
7,0.590589719,9,-6.879,0.0503,1.31E-05,,0.018191447,0.864,104.794,253413,7911414,57959,20071459,
8,0.282300416,5,,0.0556,0.000814781,0,0.034012224,0.926,110.544,,,2698,17080499,406
4,0.599077107,10,-7.677,0.0952,,0.000192,0.000170031,0.494,106.817,239933,289122,3046,6628197,
0,0.510082399,3,-10.403,0.0468,0.000241804,0,0.175616,0.689,150.914,201160,80755,599,2916913,43
4,0.345948408,5,,0.0348,1.77E-06,0.0132,0.001092727,0.864,183.001,338653,403868,5347,4249103,6
6,0.638277381,2,-4.221,0.0493,,0.0615,0.000976191,0.636,128.99,213394,192034757,1293160,268454014,46171
4,0.791453125,0,-5.706,0.045,1.49E-05,0.171,0.003511808,0.501,135.995,213907,2913552,35218,14035462,
7,0.584277056,0,-4.486,,0.023639903,0.216,,,128.988,255530,192034757,1293160,,46171
5,0.573856191,5,-6.527,0.0299,8.01E-11,0.0342,,0.695,,204460,9210,155,10197745,0
6,,4,-6.132,0.0362,1.95E-08,0.0635,0.001442897,,128.977,,14532010,84848,6572592,2608
7,0.841232384,,-5.812,0.046,5.18E-07,,,0.693,,193698,1010,12,871678,0
4,0.295408296,,-7.468,0.0352,3.99E-13,0.00313,,0.906,95.975,199186,7339474,60626,1584930,1286
7,0.676836152,4,-5.269,0.0317,1.22E-08,0.0167,0.017373979,0.906,131.969,181394,599990,3748,596628,130
7,,5,-11.438,,,0.00012,0.001906624,0.484,129.031,215902,7626031,46391,1907258,1249
9,0.338608873,,-6.022,0.128,0.000131872,0,0.000830584,0.322,101.965,252440,94999621,523563,79683554,11123
3,0.338608873,1,-6.126,0.357,3.90E-05,0,0.016581375,,133.177,225187,5328632,,31672675,938
9,0.135005697,7,-13.203,0.347,1.40E-09,0.00248,0.001225043,,102.017,179160,15108475,187182,56390855,
8,0.246491883,8,-6.509,0.115,1.26E-08,1.27E-05,0.008120601,0.485,94.967,272507,8527187,47100,33788674,1740
9,,,-7.399,0.309,0.038272753,0,,0.843,117.994,241587,22162858,85634,40036878,2812
9,0.320013504,6,-6.473,0.0606,,0,0.042144192,0.731,107.985,259733,9539008,56648,13446125,1805
9,0.224755712,1,-7.236,0.085,3.72E-09,0,0.040001688,0.0664,101.992,265440,,106964,,255
8,0.480048687,10,-3.872,0.0966,0.004826809,0,0.008741816,0.889,,,7006306,36367,9724280,1483
6,0.622835864,1,-5.724,0.0322,3.17E-10,0,0.021484952,0.914,100.005,263227,11041367,80177,5747240,2730
6,0.173741112,8,-9.698,0.147,0.001953125,0,0.001442897,0.48,,277720,3829455,,6625911,880
0,0.332812557,2,-5.511,0.0345,0.008,0,0.000392223,,150.219,241000,5695283,32501,2047601,
1,0.100544625,2,-6.485,0.0262,0.011543176,7.70E-06,0.007529536,,140.112,265867,25689852,74869,51125906,2747
2,0.218167208,0,,0.0277,1.69E-06,0,0.000561516,0.225,78.011,346282,,,57281281,10145
1,0.130323843,7,,0.0255,,0,0.070957944,,144.006,265507,643542,4025,25509092,64
2,0.350402625,,-7.448,,2.44E-05,0,0.002299968,0.369,,235333,16153163,125503,11751954,4847
1,0.314432,9,-4.989,0.0343,0.000137388,2.94E-06,0.003796416,0.66,155.942,261618,22409082,60233,12708118,2306
2,,7,,0.0556,0.053157376,0,0.000452985,0.616,184.274,226787,,58707,11913265,1349
1,0.325660672,5,-4.747,0.0299,,6.75E-06,0.034965783,0.431,164.082,,16696208,55476,18725222,2624
1,0.321419125,,-6.896,0.0363,0.006644672,0,0.001404928,0.488,152.103,281800,16231355,78059,13678592,2618
2,0.616295051,0,-5.488,0.0479,,,0.079507,0.609,135.051,,,,1080105,1318
4,0.359425431,10,,,0.026730899,0,0.000537368,,96.912,167933,19435108,106200,365998053,
4,0.265847707,5,-9.275,0.0365,0.438976,0,0.155720872,0.73,135.633,158040,8698365,,167422755,2203
3,0.117649,0,-10.867,0.0414,0.494913671,1.42E-05,0.000776152,0.847,,153333,14593186,88717,95318580,3659
4,0.087528384,0,-12.752,0.0293,0.149721291,,0.002000376,0.503,114.961,172907,,35,104432224,2
7,,7,-11.735,0.0462,0.325660672,1.04E-06,0.003112136,0.867,126.325,163093,,44524,70357721,2838
6,0.229220928,8,,0.0381,0.022906304,0,0.000480049,,127.647,163280,7616211,43240,45081953,2009
2,0.222545016,,-7.817,0.0277,0.033386248,0.000257,0.000700227,0.433,70.38,162533,177272,1027,12576007,122
0,0.092345408,0,-10.322,,,0,0.052313624,0.26,81.803,168800,923076,1802,6776586,44
1,0.308915776,6,,0.112,0.015252992,3.22E-06,0.001092727,0.845,88.688,154427,4010351,,13057290,2529
2,0.553387661,,-9.034,0.0533,2.57E-08,0.000158,0.000152273,,145.477,189307,197648,1405,,204
3,,1,-5.279,0.354,,0,0.021484952,0.54,91.565,164274,33996556,157341,17174445,10075
2,0.265847707,6,-6.623,,,0,,0.576,,,471870,11836,,1262
6,0.500566184,1,,,0.000640504,0,0.049836032,0.629,90.008,199607,486064,8326,3238770,
6,0.304821217,10,-5.341,,0.002571353,0,,0.605,87.064,169842,7285032,63900,25824532,
6,0.197137368,5,,0.273,6.74E-08,1.79E-05,,0.656,81.966,196947,27372761,102437,,9260
5,0.584277056,1,-3.882,0.14,0.109215352,0,0.005832,0.154,92.128,183349,16588989,213512,64433682,7530
8,0.620650477,1,,0.356,0.000181321,2.89E-06,0.001643032,0.654,96.45,230703,1077703,29765,3804477,2048
4,0.592704,2,-6.058,0.376,0.016387064,0,0.000166375,0.256,94.921,168093,,2989,19908898,154
2,0.438976,9,,0.325,,0,0.006128487,0.373,173.457,179744,264117,9423,1637916,962
7,0.245314376,1,-4.688,0.151,,,0.026730899,,85.967,209258,12580585,138775,54240874,5773
1,0.537367797,0,-9.02,0.0737,0.000362467,0.109,0.665338617,0.344,106.859,134267,8726137,58295,,
7,0.371694959,3,-9.311,0.0313,0.074088,0.000851,0.042875,0.657,,224800,4662788,27749,41593967,1259
1,0.633839779,4,-7.382,,0.000302112,0.00201,0.879217912,0.36,112.228,156173,7684642,33215,1948126,342
2,0.676836152,2,,0.0404,0.069426531,,0.024642171,0.963,176.249,191200,3537924,,19317036,632
0,0.002924207,2,-12.218,0.033,0.103161709,,0.001030301,0.179,110.823,315973,57437247,380059,31144598,21721
2,,5,-17.615,0.0307,0.042875,0.00144,0.002685619,0.208,,255133,,205299,21200106,8973
7,0.010648,10,-11.811,0.0294,0.398688256,,0.001643032,0.168,,259160,7115094,40970,,1766
3,,6,-7.797,0.0525,0.049836032,8.39E-06,0.912673,0.554,133.742,208160,814386,,21757750,691
3,,8,-11.489,0.026,0.461889917,1.40E-05,0.001442897,0.232,135.45,,18547157,107075,18434324,
2,0.033386248,,-11.586,0.0261,0.148035889,0.000208,0.013651919,0.219,75.5,,,,12126640,
6,0.264609288,1,-10.11,0.39,3.49E-07,1.43E-06,0.004173281,0.72,92.09,209973,3213216,49480,82304362,1648
9,,2,-6.142,0.31,9.48E-05,,7.15E-05,,,157707,561693,4311,5518432,458
8,0.242970624,,-7.249,0.391,0.072511713,1.01E-05,0.039304,0.347,,270800,1982812,,31964844,
8,0.681472,3,-5.443,0.191,,0.00374,0.000958585,0.704,91.985,240200,223876,2293,6186848,
6,0.284890312,0,-5.232,0.288,0.000525558,0,0.033698267,,91.003,246227,13758,557,16141265,71
7,0.306182024,1,-5.839,,0.001092727,0.019,0.013481272,0.441,95.035,263173,505404,,12301497,381
9,0.389017,9,-5.469,0.245,3.79E-05,2.77E-06,8.93E-05,,95.996,218200,2455676,22777,4401199,1282
2,,1,-8.824,,0.015625,0,0.040001688,,,272867,837697,16984,6740422,
8,,2,,0.215,0.000929714,,0.056623104,0.541,90.848,331000,642227,14294,,
1,0.258474853,9,-8.33,0.187,0.004913,7.65E-05,0.001728,0.554,88.827,195704,2069870,,2339102,516
7,0.596947688,2,-6.421,0.225,0.139798359,7.28E-06,0.001906624,0.564,,200333,4523617,,32843658,785
6,0.294079625,1,-8.3,0.35,0.064481201,,0.001331,,,201613,5027061,30804,12125111,190
6,,,,0.5,0.089314623,5.93E-06,0.042144192,0.589,190.047,,1874952,33313,,
2,0.304821217,,-7.612,0.363,0.265847707,8.69E-06,0.298077632,0.37,79.477,199385,1468050,18822,3153633,
8,0.277167808,10,,0.33,0.003652264,0,0.003112136,0.385,141.106,165493,6339895,54474,,
8,0.070957944,0,-9.567,0.139,,2.79E-05,0.000738763,0.0514,113.702,,931214,,1879352,169
8,0.245314376,2,-10.77,0.343,,,0.001157625,0.0713,118.036,196271,1129452,,2008896,276
7,0.470910952,6,,0.188,0.134217728,0.00984,0.001906624,0.498,137.168,171679,1321054,12914,2017851,377
3,0.119095488,,-7.899,0.186,0.003581577,0.0213,0.001367631,0.125,,,468786,10844,873155,324
5,0.188132517,10,-6.69,0.0491,0.021717639,,0.000234885,0.704,90.017,,163219,2859,39483590,94
7,0.338608873,2,-6.474,0.135,0.254840104,1.53E-05,0.000178454,0.62,143.907,356180,100823600,893467,35521827,12701
9,0.405224,,-8.432,0.13,0.000125,2.22E-06,0.002097152,0.626,109.033,304467,,529590,,8107
6,,,,0.0286,0.012487168,0.000176,0.000483737,0.579,143.892,343587,22159180,,,3979
2,0.636056,10,-1.167,,0.078953589,0,0.003723875,0.636,172.025,389185,4720110,22482,,
2,0.411830784,5,-4.952,,0.083453453,8.24E-06,0.011089567,0.68,,306921,,534,,158
6,0.329939371,4,-9.866,0.0935,,,2.27E-05,0.69,171.83,294640,18207590,103215,4167002,3316
5,,10,,0.0937,0.077854483,0,0.037933056,0.832,106.01,318093,111915407,631675,5098783,18449
5,0.156590819,9,-11.346,0.0875,0.000527514,2.72E-05,,0.486,175.841,291360,9172618,65314,3902865,
1,0.958585256,,-3.384,0.14,0.042875,0.000343,0.00046189,0.736,159.894,214208,238390555,2366274,,47578
5,0.109215352,8,-11.138,0.137,0.041421736,4.66E-05,0.000531441,0.937,150.907,302942,1481487,,5979351,152
5,0.121287375,2,-9.325,0.0403,0.786330467,,,,82.021,254219,,721956,9933751,21394
5,0.156590819,0,-10.512,,0.334255384,0.000759,,0.584,102.934,286830,62562339,425537,4752893,
3,0.047437928,2,-10.563,0.0598,0.521660125,0,0.000256048,,78.757,116898,,223,1509797,
8,0.461889917,1,,,0.042875,,0.001124864,0.649,104.967,293669,22681658,,,1991
7,0.430368875,,-11.498,0.0466,0.050243409,7.45E-05,,,136.04,243357,,,1243051,223
3,0.076225024,4,,0.0359,0.601211584,0.00381,0.004826809,,,396467,93278050,560310,40547657,
2,0.051064811,7,,0.0291,0.707347971,0.000114,0.001030301,0.286,129.871,275093,20548840,155100,15397292,
8,0.176558481,7,-9.388,0.0374,0.008242408,0,,0.449,97.016,318267,18408430,76452,8454092,
7,0.210644875,,-8.919,0.0332,0.012487168,0.000133,,0.681,,,1892980,,8847923,661
4,0.283593393,9,-7.381,0.074,0.006331625,4.63E-05,0.039304,0.493,97.97,371517,2085812,8093,4299196,
9,0.563559976,10,-4.406,0.0912,,5.22E-05,0.002097152,0.7,104.919,,11527698,83166,5193211,2066
8,0.444194947,10,-15.52,0.0738,0.042875,0.00844,0.001259712,,113.535,312512,289949,,4089283,62
2,0.074618461,7,-11.103,0.0318,0.008869743,,0.001771561,0.194,87.073,,2034435,9579,3999190,5
7,,4,-6.53,0.178,0.003307949,0,0.000625026,0.604,,342280,16191026,71284,2474249,1638
0,0.180362125,0,-7.204,0.0335,0.075686967,0,0.181321496,0.173,136.286,239816,26800151,185730,,3357
1,0.143877824,2,-6.213,0.0362,,,0.700227072,0.179,139.905,343052,46510869,448420,,8705
2,0.281011375,4,-6.253,0.038,,0,,,124.047,307250,4425050,,6990857,1339
1,0.196122941,3,-10.713,0.0586,0.000569723,0,0.000982108,,143.469,,8859239,107478,,4392
0,0.207474688,8,-4.87,0.0319,0.031255875,0,0.071991296,,,284862,191360,,25249394,67
0,0.428661064,,,0.0541,8.46E-08,0,0.013312053,0.111,133.991,389820,10976033,139613,4521703,
2,0.142236648,6,-7.366,0.0256,0.150568768,0,0.000893056,0.389,139.992,295360,40565990,354186,22375945,11390
1,0.080062991,,,0.0322,0.631628712,2.94E-06,0.001953125,0.414,70.995,329587,,225869,,4718
5,0.290117528,,-5.923,,0.381078125,1.52E-05,0.008998912,0.401,90.054,289267,500367,8310,548532,571
5,0.081746504,9,-6.669,,0.092345408,0,0.000547343,,121.954,,4024308,50583,7995394,1072
6,0.438976,2,-4.19,0.112,0.489303872,0,0.026463592,0.75,122.267,171240,1624331,17699,,0
7,0.005451776,0,-12.733,0.0424,0.712121957,9.53E-06,,0.802,110.093,,299276,667,14439015,0
4,,0,-8.46,0.0277,0.343,0,,0.616,133.668,166173,421166,1235,11120010,21
4,0.080062991,2,-10.562,0.0465,0.175616,0,0.000209585,0.909,153.109,129320,6407804,11524,12179795,0
7,0.107171875,3,-5.58,0.0703,,0,0.024389,0.309,74.968,284960,3965273,33001,39644149,1481
8,0.240641848,7,-5.542,0.186,3.63E-05,0,0.000376367,0.321,162.039,284400,238594,834,64454537,86
8,0.192100033,,-5.114,0.0346,3.37E-05,2.72E-06,,0.379,85,,6198834,45461,,965
6,,,-5.672,,0.000226981,0,0.008,0.385,,284440,8495410,86760,21734947,363
8,0.234885113,1,-8.853,,,0,0.000314432,,131.975,290693,,52856,14755391,269
