Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Comments,Album_type,Licensed,official_video,Album,Title,Channel,Composer,Artist
9,0.335839161,2,-4.628,0.257,0.002097152,0,0.000168197,0.532,146.387,296333,47901,452,129042647.7,28103.21208,album,FALSE,,Mista Don't Play: Everythangs Workin,,doogie Five-Four,Terrace Martin,
9,0.173741112,7,-9.322,0.264,8.46E-05,7.37E-06,0.001259712,0.683,76.469,222830.746,2149032,39106,129042647.7,1445,single,TRUE,TRUE,,Project Pat - CheezNDope (Official Video) (feat. Young Dolph & Key Glock),EMPIRE,,David Guetta
0,0.208527857,7,-7.971,0.039,0.178453547,0.0235,0.002048383,0.275,89.521,222830.746,25627525,179932,129042647.7,5971,album,,FALSE,The Wonder of You: Elvis Presley with the Royal Philharmonic Orchestra,,Róbert Csillag,,
0,0.003307949,9,-13.131,0.09546161,0.704969,0.0271,0.001560896,0.105,103.667,205227,336472,5008,25393808,53,album,TRUE,TRUE,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,Love Me Tender (with The Royal Philharmonic Orchestra),Elvis Presley - Topic,Finneas O'Connell,Bruno Mars
0,0.087528384,2,-9.748,0.0375,0.658503,0.00548,0.007077888,0.136,67.232,198600,462118,3921,20661045,169,album,FALSE,FALSE,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,Elvis Presley with The Royal Philharmonic Orchestra: Can't Help Falling in Love (HD),Róbert Csillag,Finneas O'Connell,Avicii
0,7.79E-05,5,-26.085,0.0478,0.964430272,0.922,0.002406104,0.0393,63.918,240000,87910955.94,381,9157267,0,compilation,TRUE,,Start Your Day With Debussy,"Debussy: Rêverie, CD 76 (Arr. Cullen for Cello and Orchestra)",Julian Lloyd Webber - Topic,,"Tyler, The Creator"
0,0.134217728,7,-11.576,0.0343,0.825293672,0.888,0.002000376,0.52584177,110.148,222830.746,145278,1213,4160652,61,album,TRUE,TRUE,Tree of Life,"Royal Philharmonic Orchestra, Roberto Cacciapaglia - Tree of Life Suite",ITALIANS DO .IT BETTER,Finneas O'Connell,Tove Lo
0,0.000416833,0,-24.201,0.0437,0.857375,0.935,0.000935441,0.126,117.686,271943,48311,616,1896618,21,album,TRUE,TRUE,breathe,Chad Lawson - irreplaceable (orchestral),ChadLawsonVEVO,Finneas O'Connell,The National
3,0.820025856,2,-4.997,0.09546161,4.04E-05,7.69E-05,0.001225043,0.735,120.9378193,222830.746,16739935,66019,18084224,4829,album,FALSE,FALSE,,Elvis 'Burning Love' with The Royal Philharmonic Orchestra,Elvis Presley Movie Trailers,Ludwig Göransson,St. Vincent
0,0.002048383,5.231603515,-19.22,0.0384,0.478211768,0.894,0.001092727,0.11,120.9378193,166840,283661,2894,2572941,4,album,TRUE,TRUE,Disney Goes Classical,"Beauty and the Beast (From ""Beauty and the Beast"")",Royal Philharmonic Orchestra - Topic,Juicy J,Billie Eilish
0,0.001953125,2,-17.868,0.039,0.901428696,0.815,0.000148036,0.102,120.9378193,424507,11040705,93772,7354616,2758,album,FALSE,FALSE,,Tchaikovsky：Waltz of the Flowers－Daniel Barenboim,irie1948,Finneas O'Connell,Alicia Keys
0,0.009261,5,-16.481,0.09546161,0.114840436,0.758,0.005177717,0.52584177,94.233,232760,295022,648506.3618,129042647.7,28103.21208,album,TRUE,TRUE,Disney Goes Classical,,Royal Philharmonic Orchestra - Topic,Finneas O'Connell,Bruno Mars
8,0.430368875,0,-6.408,0.199,0.024642171,0.054933714,0.000629423,0.625,130.991,246573,232446055,1230132,321279785,28103.21208,album,TRUE,TRUE,The Dutchess,Fergie - Glamorous ft. Ludacris,,Terrace Martin,Cardi B
6,0.264609288,7,-4.271,0.0337,0.008489664,0,0.000791453,0.249,113.083,268120,337077504,1887405,452834461,45940,album,TRUE,TRUE,The Dutchess,,FergieVEVO,Terrace Martin,Drake
9,0.198155287,8,-7.721,0.317,0.00018422,0,0.002000376,0.829,129.056,292373,249002881,1538790,376706423,28103.21208,album,TRUE,TRUE,The Dutchess,Fergie - Fergalicious (Official Music Video),FergieVEVO,Yeti Beats,Fontaines D.C.
2,0.111980168,7,-7.561370454,0.176,6.43E-06,0,0.013481272,0.52584177,101.042,211512,107799555,858134,86040952,30574,album,TRUE,TRUE,Double Dutchess,Fergie - L.A.LOVE (la la) ft. YG (Official Music Video),FergieVEVO,Juicy J,deadmau5
8,0.225866529,5.231603515,-7.561370454,0.345,0.114840436,0,0.004574296,0.631,90.952,241307,43811855,387524,152256748,9042,,,TRUE,The Dutchess,Fergie - London Bridge (Oh Snap) (Official Music Video),FergieVEVO,"Noah ""40"" Shebib",Flume
7,0.178453547,2,-4.046,0.131,0.006967871,0.000423,0.025934336,0.452,184.004,240427,98075146,479443,89551896,15612,,TRUE,TRUE,The Dutchess,Fergie - Clumsy,FergieVEVO,Louis Bell,Marshmello
7,0.256047875,5,-5.075,0.168,1.16E-06,2.17E-06,0.000622836,0.508,130.011,240733,99809057,675869,129042647.7,10818,compilation,TRUE,,,"Fergie - A Little Party Never Killed Nobody (All We Got) ft. Q-Tip, GoonRock",FergieVEVO,Mike Dean,Marshmello
8,0.351895816,0,-5.709,0.0999,1.56E-07,0.0148,9.00E-06,0.52584177,160.912,162365,323083576,2163950,95926020,147898,album,TRUE,TRUE,Double Dutchess,Fergie - M.I.L.F. $ (Official Music Video),FergieVEVO,Finneas O'Connell,Big Thief
7,0.272097792,5.231603515,-7.561370454,0.09546161,0.004019679,0,0.000131097,0.678,90.987,208093,43811855,387524,12807694,28103.21208,,TRUE,TRUE,London Bridge,Fergie - London Bridge (Oh Snap) (Official Music Video),FergieVEVO,,Big Thief
9,0.351895816,5,-6.104,0.199,0.008998912,0.054933714,0.014172488,0.839,96.673,245133,226703795,883757,316899732,22154,album,TRUE,TRUE,Pain Is Love,Ja Rule - Always On Time ft. Ashanti,JaRuleVEVO,Ludwig Göransson,James Blake
5,0.469097433,5.231603515,-4.954,0.109,0.021253933,0,0.033745417,0.758,92.68,270507,220893641,1252690,70393306,36268,album,TRUE,,R.U.L.E.,"Ja Rule - Wonderful ft. R. Kelly, Ashanti",JaRuleVEVO,Yeti Beats,Bon Iver
9,0.452984832,6,-4.086,0.311,0.000170031,0,6.89E-05,0.636,106.095,257067,1145055,5779,95165357,439,album,FALSE,FALSE,Pain Is Love,,azn069,Terrace Martin,Phoebe Bridgers
9,0.335839161,1,-4.714,0.165,1.38E-08,0,0.000136591,0.791,93.14,262827,2708580,648506.3618,96714872,1325,album,FALSE,FALSE,Rule 3:36,Ja Rule - Put It On Me (Feat. Lil' Mo & Vita),BlackoutTV,Louis Bell,Nicki Minaj
7,0.335839161,1,-6.639,0.206,0.000178454,0,0.070957944,0.391,90.1,278720,237423124,1337087,211611612,30613,,TRUE,TRUE,,Ja Rule - Mesmerize ft. Ashanti (Official Music Video) ft. Ashanti,JaRuleVEVO,Louis Bell,Kamasi Washington
4,0.485587656,9,-5.596,0.09546161,7.15E-05,1.20E-05,0.000146363,0.52584177,94.499,296467,16913378,108544,47759203,4805,album,TRUE,TRUE,Blood In My Eye,Ja Rule - Clap Back,JaRuleVEVO,,
1,0.267089984,1,-7.561370454,0.307,0.050653,0,0.033745417,0.532,87.937,331133,43644481,291552,27950661,7555,album,TRUE,TRUE,Pain Is Love,,JaRuleVEVO,Finneas O'Connell,The Chainsmokers
3,0.502459875,10,-5.825,0.444,0.016194277,0,0.000465484,0.572,120.9378193,222830.746,8494095,82553,36047619,28103.21208,album,TRUE,TRUE,R.U.L.E.,"Ja Rule - New York (Official Music Video) ft. Fat Joe, Jadakiss",JaRuleVEVO,Mike Dean,
8,0.611960049,10,-4.41,0.26,0.000533412,0,0.000233745,0.844,94.007,258000,18254,393,23794125,13,compilation,FALSE,FALSE,The Fast and The Furious,Ja Rule - Furious (official video) HQ uncensored,TOONZ FM-Tee_tow,Terrace Martin,
8,0.688465387,0,-4.547,0.0695,0.114840436,0.054933714,0.014348907,0.405,93.67,250173,29062488,189427,20589620,5163,album,TRUE,TRUE,Rule 3:36,Ja Rule - Between Me & You ft. Christina Milian,JaRuleVEVO,Terrace Martin,Sufjan Stevens
3,0.229220928,2,-6.456,0.0332,0.233744896,0,0.667627624,0.624,143.752,174286,22080133,83398,12672364,876,album,TRUE,TRUE,"Pagode do Pericão II, Pt. 1 (Ao Vivo)",Péricles e Marvvila | Nosso Amor Quer Paz - Pagode Do Pericão II (Video Oficial),Canal do Pericão,Louis Bell,
3,0.340068392,7,-7.224,0.09546161,0.294079625,0,0.368601813,0.531,96.973,168166,260818,3152,7945190,28103.21208,,TRUE,TRUE,"Pagode Do Pericão II, Pt. 2 (Ao Vivo)",,Canal do Pericão,Juicy J,Kurt Vile
3,0.170031464,0,-6.907,0.0332,0.212776173,0,0.033745417,0.731,120.9378193,237440,87910955.94,421916,36075276,8231,album,TRUE,TRUE,Nos Arcos da Lapa,,pagodepontocom,J. Cole,Mitski
7,0.334255384,0,-6.694,0.0802,0.030664297,0,0.000140608,0.52584177,106.359,168948,45642,1335,49791393,34,compilation,TRUE,TRUE,"Sambabook Zeca Pagodinho, Vol. 2",Péricles | Camarão Que Dorme (Live Samba Do Rei),,Juicy J,Fontaines D.C.
2,0.354894912,7,-7.586,0.0583,0.180362125,0,0.592704,0.787,162.016,192044,272251,3071,129042647.7,28103.21208,album,TRUE,TRUE,"Pagode do Pericão II, Pt. 1 (Ao Vivo)",Péricles e Mumuzinho - Lembrança | Pagode do Pericão 2 (Vídeo Oficial),Canal do Pericão,,Kamasi Washington
2,0.311665752,5.231603515,-5.696,0.0748,0.389017,0,0.033745417,0.654,148.034,201302,87910955.94,99560,7286827,1410,,TRUE,TRUE,Numanice #2 (Ao Vivo),Ludmilla feat. Péricles - Sinais de Fogo | Numanice #2 Ao Vivo,LUDMILLA,Terrace Martin,Chris Brown
2,0.162771336,4,-5.192,0.09546161,0.179406144,0,0.001906624,0.37,126.646,251436,54872958,544241,46275331,7986,album,,TRUE,Feito Pra Durar,PÉRICLES - MELHOR EU IR (ACÚSTICO) - VÍDEO OFICIAL,Canal do Pericão,,Childish Gambino
3,0.363994344,10,-5.973,0.0614,0.114840436,0.054933714,0.949862087,0.52584177,147.568,232279,43551687,274346,66461695,2422,album,,TRUE,,,Canal do Pericão,,
1,0.232608375,10,-7.561370454,0.0857,0.121287375,0,0.033745417,0.823,97.982,199560,99470,2764,6191893,40,compilation,FALSE,FALSE,"Sambabook Jorge Aragão, Vol. 2",,Canal do Pericão,Terrace Martin,Billie Eilish
0,0.187149248,1,-7.818,0.0377,0.263374721,0,0.008,0.285,77.986,237467,87910955.94,5730,169769959,472,,FALSE,,El Ultimo Adiós,Varios Artistas Latinos - EL Ultimo Adios,Catheleya R,,Shawn Mendes
8,0.373248,5.231603515,-6.162,0.0803,0.470910952,0,0.033745417,0.96,163.905,266787,359807660,807536,162359047,8961,album,TRUE,TRUE,Contraste,Gilberto Santa Rosa - Conteo Regresivo (Salsa Version),gsantarosaVEVO,Terrace Martin,Flume
8,0.335839161,5,-6.745,0.0427,0.036594368,0.054933714,0.033745417,0.962,100.324,254933,4001863,25194,78550612,28103.21208,album,TRUE,TRUE,Intenso,,gsantarosaVEVO,Finneas O'Connell,FKA twigs
3,0.653972032,7,-7.561370454,0.0444,0.016777216,0.054933714,0.033745417,0.758,94.098,290413,122899582,370266,129042647.7,7025,album,TRUE,TRUE,Expresion,Gilberto Santa Rosa - Que Alguien Me Diga (Video Oficial),gsantarosaVEVO,Yeti Beats,Vampire Weekend
3,0.267089984,10,-8.286,0.0408,0.135796744,6.66E-06,0.016974593,0.895,120.9378193,332093,142399961,648506.3618,105585854,4254,album,TRUE,TRUE,Perspectiva,Gilberto Santa Rosa - Conciencia (Official Video),gsantarosaVEVO,Yeti Beats,Billie Eilish
8,0.449455096,5,-5.227,0.035,0.114840436,0,0.033745417,0.945,120.9378193,273880,2973102,17471,39255044,232,album,TRUE,TRUE,,Gilberto Santa Rosa - Un Montón de Estrellas (Cover Audio),gsantarosaVEVO,Terrace Martin,Major Lazer
7,0.322828856,0,-8.283,0.0498,0.201230056,0.054933714,0.000216,0.837,167.016,289707,47610509,129218,27269897,2191,album,TRUE,TRUE,Auténtico,Gilberto Santa Rosa - Sombra Loca (Video Version),gsantarosaVEVO,Yeti Beats,Foals
8,0.658503,2,-1.633,0.09546161,0.114840436,1.92E-06,0.000640504,0.52584177,104.955,269063,1698066,14179,737339,352,single,TRUE,,,"Albita, Gilberto Santa Rosa - Que Manera De Quererte (Video Oficial)",AlbitaVEVO,Louis Bell,
6,0.707347971,7,-7.561370454,0.0457,0.110592,1.94E-05,0.000571787,0.96,120.9378193,191082,4138582,53875,6602262,1115,,FALSE,TRUE,"Debut y Segunda Tanda, Vol.1",Gilberto Santa Rosa - Cartas Sobre La Mesa (Video Oficial),Gilberto Santa Rosa,Ludwig Göransson,The Chainsmokers
9,0.335839161,8,-3.94,0.09546161,0.114840436,0.000258,0.000442451,0.957,92.019,222830.746,322590,2480,1317564,1,album,,TRUE,"Debut y Segunda Tanda, Vol.1",Bailando A Tu Son,Gilberto Santa Rosa - Topic,Juicy J,Lizzo
3,0.393832837,2,-5.659,0.171,0.030959144,0,0.033745417,0.611,145.115,316053,17833131,648506.3618,133349401,5588,album,FALSE,FALSE,The College Dropout,Twista feat Kanye West & Jamie Foxx - Slow Jamz (Official Video),realflowweb,Juicy J,Charli XCX
2,0.525557943,1,-4.281,0.0527,0.000571787,0,0.001860867,0.335,166.925,192133,2603646,43283,20500255,28103.21208,compilation,,TRUE,Annie (Original Motion Picture Soundtrack),The City's Yours,Jamie Foxx - Topic,Finneas O'Connell,Skrillex
5,0.335839161,7,-5.426,0.103,0.000478212,0.054933714,0.002685619,0.362,176.052,289747,52996531,349340,115487437,14463,album,TRUE,TRUE,Intuition,Jamie Foxx - Blame It ft. T-Pain,jamiefoxxVEVO,Terrace Martin,The xx
6,0.237176659,0,-5.829,0.0498,0.846590536,0,0.015252992,0.656,118.101,109000,128304,648506.3618,4875832,49,album,FALSE,FALSE,Folarin II,,Delexus London,,
7,0.214921799,9,-8.462,0.197,0.008741816,0,0.000170954,0.772,145.185,219867,27655646,223065,129042647.7,4684,album,TRUE,TRUE,,Jamie Foxx - Unpredictable (Video) ft. Ludacris,jamiefoxxVEVO,Louis Bell,Sufjan Stevens
4,0.060698457,1,-11.736,0.09546161,0.061162984,3.24E-06,0.001331,0.193,136.866,269533,81694140,497911,47686661,20151,album,TRUE,TRUE,,Jamie Foxx - Fall For Your Type ft. Drake,jamiefoxxVEVO,Finneas O'Connell,Anderson .Paak
8,0.236029032,2,-8.664,0.108,0.001295029,0,0.036264691,0.31,120.9378193,258800,6571445,648506.3618,10831913,1185,album,TRUE,TRUE,Unpredictable,Jamie Foxx - DJ Play A Love Song (VIDEO) ft. Twista,jamiefoxxVEVO,,Pharrell Williams
0,0.187149248,1,-7.818,0.09546161,0.263374721,0,0.008,0.52584177,77.986,237467,129107,973,169769959,107,single,FALSE,FALSE,El Ultimo Adiós,EL ULTIMO ADIOS Ricky Martin Alejandro Sanz Thalia Shakira Gloria Estefan Chayanne Celia Cruz Juan Luis Guerra Luis Fonsi Carlos Vives Ricardo Montaner Alejandro Frnandez   El Ultimo Adios,Liannishabana,,Billie Eilish
1,0.148877,3,-7.389,0.0326,0.105154048,1.31E-06,0.003944312,0.149,138.68,289867,105408793,313406,144062153,12271,album,,FALSE,Ricardo Montaner Con La London Metropolitan Orchestra,Ricardo Montaner - Tan Enamorados,Javier San,Mike Dean,Marshmello
1,0.332812557,4,-4.345,0.0359,0.195112,0,0.001815848,0.48,80.5,236080,8657637,648506.3618,129042647.7,1541,single,TRUE,TRUE,Besame,Ricardo Montaner - Bésame (Video Oficial),Ricardo Montaner,Finneas O'Connell,The xx
2,0.124251499,4,-6.587,0.0281,0.251239591,0,0.013651919,0.178,131.066,298293,6882,17,90738897,0,album,FALSE,FALSE,Ricardo Montaner Con La London Metropolitan Orchestra,Me va a extrañar (Unchain my heart),iVektor Ok,Yeti Beats,
0,0.275894451,4,-6.348,0.0414,0.000709732,0,0.033745417,0.395,172.111,214720,21331510,103278,129042647.7,4781,album,TRUE,TRUE,Ida y Vuelta,Ricardo Montaner - Aunque Ahora Estés Con El (Official Video),RicardoMontanerVEVO,Louis Bell,
4,0.214921799,10,-6.654,0.0344,0.018821096,0.054933714,0.033745417,0.52584177,136.08,227520,69423830,648506.3618,48177934,15747,album,TRUE,TRUE,Montaner,Ricardo Montaner - Te Adoraré (Official Video),RicardoMontanerVEVO,Ludwig Göransson,
0,0.036264691,0,-7.561370454,0.0305,0.390617891,4.19E-06,0.033745417,0.0996,95.004,312333,31153601,141420,56307695,4455,album,FALSE,TRUE,Ricardo Montaner Con La London Metropolitan Orchestra,,Ricardo Montaner,Yeti Beats,Kanye West
2,0.084027672,5.231603515,-6.7,0.0264,0.004826809,0.054933714,0.033745417,0.162,136.561,380507,447418651,2429337,129042647.7,95011,album,TRUE,TRUE,Viajero Frecuente - Destino México,Ricardo Montaner - La Gloria de Dios (Video Oficial) ft. Evaluna Montaner,RicardoMontanerVEVO,Juicy J,Vampire Weekend
9,0.133432831,5,-10.96,0.161,7.41E-05,0.00107,0.033745417,0.842,113.046,203787,87910955.94,1311147,413777209,26713,album,TRUE,TRUE,Goodies,"Ciara - 1, 2 Step (Official Video) ft. Missy Elliott",,Terrace Martin,
9,0.270840023,5,-6.306,0.0491,2.13E-05,1.52E-06,0.026463592,0.872,102.017,223000,141025760,753851,129042647.7,17200,album,TRUE,TRUE,Goodies,Ciara - Goodies ft. Petey Pablo (Official Video) ft. Petey Pablo,CiaraVEVO,Terrace Martin,
6,0.379503424,0,-5.751,0.145,0.019034163,0,0.000651714,0.425,132.035,237053,285069051,1525762,115829820,28103.21208,album,TRUE,TRUE,The Evolution,Ciara - Like A Boy (Official Video),CiaraVEVO,Juicy J,Robyn
3,0.191102976,2,-6.299,0.0563,2.92E-06,0,0.218167208,0.12,133.973,234040,179882885,648506.3618,157592682,45523,album,TRUE,TRUE,Ciara,Ciara - Body Party (Official Video),CiaraVEVO,,Rihanna
6,0.248858189,9,-5.757,0.0425,0.068417929,3.80E-06,0.000549353,0.52584177,123.279,267413,139153717,726531,51401650,24955,album,TRUE,TRUE,,,CiaraVEVO,,Lizzo
7,0.561515625,1,-7.561370454,0.169,2.86E-06,0.0107,0.001771561,0.52584177,152.914,204150,340131858,3138505,129042647.7,28103.21208,album,FALSE,TRUE,Beauty Marks,Ciara - Level Up,Ciara,Yeti Beats,Tame Impala
8,0.122023936,7,-7.135,0.0506,0.114840436,0.054933714,0.000338609,0.357,128.29,256347,100062476,648506.3618,71500339,16510,album,TRUE,TRUE,,Ciara - Oh (Official Video) ft. Ludacris,,Terrace Martin,Bon Iver
2,0.335839161,1,-6.015,0.361,0.009129329,0,0.000137388,0.499,100.614,244760,62508613,648506.3618,58375241,9521,album,TRUE,,The Evolution,,,Finneas O'Connell,deadmau5
9,0.485587656,10,-4.565,0.136,0.003652264,0,0.000561516,0.52584177,120.006,214353,87910955.94,115260,6002709,4514,,TRUE,TRUE,Better Thangs,,CiaraVEVO,Ludwig Göransson,
9,0.210644875,5.231603515,-6.887,0.109,1.53E-05,5.14E-06,6.64E-05,0.629,128.593,261880,94211215,528962,71070231,17139,album,TRUE,TRUE,The Evolution,Ciara - Get Up ft. Chamillionaire,,Ludwig Göransson,Flume
7,0.344472101,5.231603515,-7.436,0.455,0.171879616,0,0.025672375,0.901,92.245,137253,384227,4492,24742914,156,compilation,,FALSE,This Is East Coast Hip Hop,Notorious B.I.G & Raekwon - Still Strugglin,BIGmembersonly,"Noah ""40"" Shebib",Vampire Weekend
6,0.733870808,1,-7.389,0.291,0.114840436,0.000761,0.011543176,0.724,90.447,253227,25396250,221621,58285035,10197,,TRUE,,Only Built 4 Cuban Linx...,"Raekwon - Ice Cream (Official HD Video) ft. Ghostface Killah, Method Man, Cappadonna",RaekwonVEVO,"Noah ""40"" Shebib",
9,0.295408296,1,-4.921,0.09546161,0.011852352,4.33E-05,0.000582183,0.581,85.024,197809,255543,648506.3618,3469564,222,album,TRUE,TRUE,$oul $old $eparately,Freddie Gibbs - Feel No Pain (ft. Anderson .Paak & Raekwon) [Official Visualizer],Freddie Gibbs,,
9,0.385828352,5,-7.543,0.313,0.018821096,0,0.008998912,0.809,100.059,262973,5092106,72254,19797884,28103.21208,,TRUE,TRUE,Only Built 4 Cuban Linx...,,Raekwon - Topic,Terrace Martin,deadmau5
7,0.379503424,5.231603515,-6.524,0.331,0.050653,0.00124,0.080062991,0.697,102.988,286653,87910955.94,3977,13013526,28103.21208,album,TRUE,TRUE,,"Ghostface Killah - Iron Maiden (Official Audio) ft. Raekwon, Cappadonna",,"Noah ""40"" Shebib",Major Lazer
9,0.525557943,9,-6.781,0.31,0.114840436,0.00301,0.033745417,0.357,120.9378193,282667,784593,13003,10057873,573,album,,,Only Built 4 Cuban Linx...,Raekwon - Incarcerated Scarfaces (Official Video),RaekwonVEVO,,Alt-J
8,0.563559976,10,-4.881,0.104,0.003652264,5.41E-06,0.033745417,0.65,90.01,162587,319497,6178,167657,273,album,TRUE,TRUE,Clayton,"Raekwon - Glaciers of Ice (Official Video) ft. Ghostface Killah, Masta Killa",RaekwonVEVO,Louis Bell,Big Thief
5,0.279726264,5.231603515,-7.561370454,0.336,5.40E-05,0,0.033745417,0.19,82.06,222830.746,663573,11040,129042647.7,13,compilation,TRUE,TRUE,Kanye West Presents Good Music Cruel Summer,The Morning,Raekwon - Topic,Mike Dean,Nicki Minaj
6,0.382657176,2,-6.086,0.182,4.74E-06,0,0.000656235,0.464,97.041,222830.746,323138,6098,10329664,28103.21208,album,TRUE,TRUE,Only Built 4 Cuban Linx...,,RaekwonVEVO,Terrace Martin,King Gizzard & The Lizard Wizard
8,0.291434247,1,-7.561370454,0.355,0.025934336,3.39E-06,0.004096,0.52,93.014,211840,2589593,25689,6273492,2351,album,FALSE,FALSE,Only Built 4 Cuban Linx...,12 - Verbal Intercourse (feat. Nas) - Raekwon,BoomBap4Life,Ludwig Göransson,Mitski
4,0.310288733,0,-6.098,0.0403,9.36E-05,3.01E-06,0.005929741,0.481,79.863,240907,1536015,49455,1009592,1422,,TRUE,TRUE,I Am L.V.,L.V. - Gangsta's Paradise (L.V. Version),Tommy Boy,"Noah ""40"" Shebib",FKA twigs
9,0.384240583,9,-7.561370454,0.0532,0.003241792,0.054933714,9.30E-05,0.699,100.927,230227,613858,12353,746171,473,album,TRUE,TRUE,I Am L.V.,L.V. - Throw Your Hands Up (feat. Treach) [Music Video],,Louis Bell,Khruangbin
9,0.116214272,5.231603515,-9.042,0.0391,0.114840436,0.00046,0.001728,0.686,98.943,238933,116168,1339,226115,28103.21208,album,TRUE,TRUE,I Am L.V.,L.V. - The Wrong Come Up,Tommy Boy,Finneas O'Connell,The Chainsmokers
9,0.335839161,5.231603515,-7.561370454,0.0687,0.006859,0.000537,0.002406104,0.52584177,119.865,124707,21838,196,47456,10,album,TRUE,TRUE,I Am L.V.,L.V. - Crazy Little G's (Part 1),Tommy Boy,Juicy J,Robyn
6,0.335839161,7,-7.933,0.12,0.001191016,0,0.033745417,0.52584177,84.905,180267,16012,235,27734,5,album,TRUE,TRUE,,L.V. - Hey Love,Tommy Boy,Finneas O'Connell,The National
7,0.219256227,10,-7.49,0.239,0.000222545,6.08E-06,0.001643032,0.52584177,75.982,281800,48682,461,61719,20,album,,TRUE,I Am L.V.,L.V. - Gangsta's Boogie (Barr 9 Version),Tommy Boy,Ludwig Göransson,FKA twigs
7,0.096071912,8,-8.875,0.0312,0.018821096,0,0.000225867,0.375,128.722,271440,87910955.94,734,59301,43,album,TRUE,TRUE,I Am L.V.,L.V. - I Am L.V. (Music Video),Tommy Boy,,deadmau5
7,0.078953589,10,-11.307,0.0641,1.49E-08,0.000455,0.000103162,0.483,159.933,228560,25608,648506.3618,23225,9,album,,TRUE,I Am L.V.,L.V. - Fire from the Gun,Tommy Boy,Juicy J,Sufjan Stevens
7,0.112678587,5.231603515,-7.561370454,0.164,3.73E-05,5.80E-06,0.008489664,0.771,76.764,265440,8173,191,16691,7,,TRUE,TRUE,I Am L.V.,L.V. - Gangsta's Boogie (Prode'je Version),Tommy Boy,Terrace Martin,Kamasi Washington
7,0.335839161,6,-4.837,0.0325,7.10E-08,0.000332,0.000392223,0.52584177,105.754,222830.746,18019,284,23472,11,album,TRUE,TRUE,,L.V. - The 'G' Within,,Terrace Martin,Anderson .Paak
3,0.862801408,5.231603515,-3.848,0.0731,3.40E-08,0,0.011089567,0.655,120.9378193,222830.746,35837204,581372,129042647.7,29634,album,TRUE,TRUE,Me And My Gang,"Rascal Flatts - Life Is a Highway (From ""Cars""/Official Video)",RascalFlattsVEVO,,The Chainsmokers
3,0.091125,0,-6.369,0.0266,0.302111711,2.23E-05,0.004019679,0.52584177,135.893,226680,32566882,648506.3618,204170035,5812,album,TRUE,TRUE,Feels Like Today,Rascal Flatts - Bless The Broken Road,,Finneas O'Connell,Robyn
2,0.306182024,5,-5.134,0.0277,6.81E-07,0,0.033745417,0.52584177,136.002,214107,180039956,1166071,235890915,44509,album,TRUE,TRUE,Me And My Gang,Rascal Flatts - What Hurts The Most,RascalFlattsVEVO,Juicy J,Angel Olsen
3,0.454756609,4,-7.561370454,0.0312,2.89E-05,5.53E-06,0.000651714,0.388,120.9378193,248280,87910955.94,160733,129042647.7,28103.21208,,,FALSE,Me And My Gang,Rascal Flatts ~ My wish for you ~ with lyrics,Friedje Boeree,Terrace Martin,Charli XCX
4,0.512,0,-5.61,0.09546161,0.114840436,0,0.007301384,0.527,89.974,209280,20626221,100299,189971088,1901,album,TRUE,TRUE,Rewind,Rascal Flatts - I Like The Sound Of That (Official Video),,Mike Dean,SZA
2,0.716917375,2,-4.884,0.0367,4.33E-06,0.054933714,0.033745417,0.657,120.9378193,222830.746,5819698,22267,40133453,942,album,,TRUE,Unstoppable,,RascalFlattsVEVO,Yeti Beats,Bon Iver
4,0.559476224,5.231603515,-4.842,0.03,2.46E-06,2.13E-05,0.001259712,0.623,117.954,262187,3546255,16987,43054736,580,album,TRUE,TRUE,Feels Like Today,Rascal Flatts - Fast Cars And Freedom,RascalFlattsVEVO,"Noah ""40"" Shebib",SZA
3,0.066923416,4,-7.083,0.0278,0.408518488,0,0.001442897,0.222,120.9378193,227760,19438291,124481,129042647.7,4792,album,TRUE,TRUE,Nothing Like This,Rascal Flatts - I Won't Let Go (Official Video),RascalFlattsVEVO,,Carly Rae Jepsen
2,0.449455096,5.231603515,-4.264,0.044,0.001643032,0,0.001685159,0.496,144.986,216941,1255803,18223,129042647.7,450,album,FALSE,TRUE,Citizen of Heaven,Tauren Wells | Rascal Flatts - Until Grace (Visualizer),Tauren Wells,Finneas O'Connell,Daft Punk
1,0.344472101,4,-4.997,0.0302,0.006967871,0,0.000454757,0.28,132.041,214219,6472940,47557,73574277,738,single,TRUE,TRUE,Back To Life,Rascal Flatts - Back To Life (Lyric Video),RascalFlattsVEVO,Finneas O'Connell,
8,0.033698267,10,-7.561370454,0.0744,0.128024064,1.63E-05,6.86E-06,0.764,88.018,222830.746,87910955.94,839056,191007122,13842,album,TRUE,,Mi Satisfacción,Valentín Elizalde - Vete Ya (Chyron),ValentinElizaldeVEVO,Terrace Martin,Shawn Mendes
4,0.170031464,5,-5.517,0.104,0.265847707,0,0.033745417,0.973,188.098,171027,84677183,398473,128945221,7068,album,TRUE,TRUE,Vencedor,Valentín Elizalde - Te Quiero Así,ValentinElizaldeVEVO,Finneas O'Connell,
