Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Album_type,Licensed,official_video,Album,Comments,Title,Channel,Composer,Artist
0,1974,9,11938,220,3133,7351,2819,3158,2429,3373,5206,5264,9142,0,0,0,3374,9427,2994,5845,0,1545
0,4126,10,2573,2055,4929,4983,5499,4558,16051,11782,7404,6892,10368,0,0,0,10459,3596,2237,333,0,1176
5,2832,9,5134,869,4802,1678,4640,4871,7359,1555,4278,2883,18785,0,0,0,2481,483,2995,5845,10,1545
3,2926,10,6823,4876,4174,7351,5598,4544,9358,1922,5320,3626,18785,0,0,0,2481,1247,2998,5307,2,1545
4,2743,4,1358,939,5103,1468,1338,4195,6400,2811,1239,1112,5392,0,1,0,3644,22,15345,956,10,8042
1,5152,2,1976,289,4054,3186,5598,3424,6283,4426,1541,1666,2394,0,0,0,2481,103,2993,5845,3,1546
1,4951,2,11204,2444,448,2396,3599,3365,16051,2023,15950,14569,18785,0,0,0,9064,0,5727,5845,3,3045
0,5152,9,11760,1070,1654,0,4615,3419,6525,14163,16808,14172,13856,0,1,1,7481,5755,3825,1261,0,1993
0,5092,10,11938,1920,528,7351,3207,3433,16051,9591,7754,18482,11997,0,1,1,8897,1250,3828,5845,0,1993
0,5102,3,11749,2760,1126,0,2819,2792,4215,7588,8382,4700,5010,0,1,1,1292,1930,15345,5668,0,8042
0,5152,10,11661,3172,1393,0,3131,1740,5418,9813,5613,3840,18785,0,0,0,8897,0,6548,2912,0,3466
1,1951,3,6344,4876,5940,0,1854,4923,16051,13346,3453,2205,5352,0,1,1,9064,173,3826,1403,0,1993
0,4980,2,10335,3140,2535,0,2016,2597,12469,8158,3940,18482,18785,0,0,0,1292,259,3823,3636,0,1992
2,4980,8,10132,1235,1636,0,3801,4586,14962,7704,2125,2379,897,0,1,1,9134,223,3824,1261,5,1994
4,5112,2,11938,3863,2724,726,4217,1808,13396,3547,1886,1930,693,0,1,1,9134,167,3827,5845,5,1993
1,3153,10,2297,858,7269,3850,2151,4185,9900,8311,19253,8646,14256,0,1,1,8584,2141,12589,5683,0,6532
6,2265,8,11938,320,2887,7351,3863,4769,8988,2999,4131,3737,9022,0,0,0,8584,800,12594,371,2,6531
1,1601,1,1373,795,4675,6943,1009,2930,7539,15857,1600,1515,10958,0,0,0,2033,61,12593,2987,8,6531
0,3939,8,11938,481,107,6921,5598,4616,1153,654,4889,4271,5741,0,0,0,2033,810,12595,5630,8,6531
5,5152,6,2274,873,6469,7351,1027,2588,4036,1691,8169,6035,7522,0,0,0,777,2137,12592,5198,3,6531
0,1822,6,11938,608,474,6428,3772,2347,15079,14538,9728,9096,9768,0,1,1,8584,5064,12596,5683,0,6531
2,699,10,685,4876,7269,6532,2789,1668,8153,13842,7608,18482,7286,0,1,1,8584,2890,12591,5683,2,6531
0,5152,4,2752,881,3705,7351,4371,4866,15023,1482,5485,4357,5758,0,1,1,4342,752,12590,5683,3,6532
3,4710,8,11938,1263,4214,5033,5598,4882,16051,1426,19253,3466,5123,0,1,1,8584,292,12588,5683,10,6532
1,2623,10,11938,4876,7269,2773,3607,4923,16051,10407,7497,7263,5605,0,1,1,2033,2208,15345,5845,9,8042
8,5094,7,2486,1804,7269,1565,4685,4289,10153,13258,17758,17474,17669,0,1,1,2978,9133,3993,582,4,2086
7,4314,10,7620,2171,1869,0,4143,3878,5941,3088,8949,6444,1425,2,1,1,3898,2573,15345,582,2,8042
9,5086,7,2479,1871,3876,7351,4919,4121,10147,15857,17758,17474,9469,2,1,1,1328,9427,3993,5845,4,2086
7,5056,7,3705,275,2763,6250,5054,4872,16051,12479,2304,1987,7536,0,1,1,2978,5,9558,5845,6,4934
7,3773,7,10467,2713,5037,7351,3765,3723,11291,2971,5640,7135,6299,0,0,1,10459,2278,3994,1562,3,2086
5,4634,7,3220,458,1384,4877,4137,2916,10135,9987,901,919,1531,2,0,1,10459,4,15345,5845,6,8042
6,2615,8,1623,2530,7269,0,5598,4923,4705,11068,8949,6444,2340,0,1,1,2978,2573,3996,582,2,2086
9,3102,7,8430,4204,530,1524,5598,1737,12083,11157,19253,17844,1086,2,0,0,1332,8934,3995,4647,8,2086
1,3369,0,6424,239,7269,7351,1585,1713,1934,12309,7528,5188,2423,0,1,0,2713,1338,3997,5458,2,2086
4,5152,5,3628,268,4422,7351,2760,3158,1030,10515,15295,14048,15502,0,1,1,6232,6638,12913,4341,2,6721
0,5152,10,10193,963,3307,13,5598,1902,15281,6482,12787,11143,12118,0,1,1,1127,4484,12917,4341,0,6721
8,1987,4,2342,211,6170,2209,3160,2166,4938,8431,11020,9134,7825,1,1,1,6099,3098,12915,4341,9,6721
5,5004,9,11938,1463,1971,0,1943,4795,8987,11274,19253,5271,9264,0,1,1,3005,1408,15345,4341,6,8042
3,4619,8,10983,4876,1848,0,2078,4289,2707,15857,10732,7670,10463,0,1,1,1127,9427,15345,5845,8,8042
2,4507,10,7745,4876,1969,45,2540,748,5092,13524,13396,10265,18785,0,1,1,6982,5120,12919,4341,2,6721
0,4219,2,10103,522,1966,0,4462,1783,14407,10123,8294,6191,10532,2,1,1,7421,1537,12918,4341,2,6721
1,3792,1,7553,4876,2459,207,5598,936,6839,10246,10764,6896,8927,0,0,1,8699,3406,12914,3600,4,6721
4,3876,10,4270,1070,4822,90,408,3226,2959,15277,8987,5501,18785,0,1,1,6099,1857,12916,4341,9,6721
2,4984,7,6286,2474,2786,77,4714,4923,5614,8672,7936,4622,18785,0,1,1,3005,1486,15345,5845,0,8042
6,4430,5,8942,4265,965,4509,4348,4469,16051,557,6198,7450,18785,0,1,1,9173,9427,9441,5845,10,4876
4,4148,1,3198,3211,517,2669,1108,4923,16051,15857,1859,18482,8450,0,1,0,10459,150,9360,5515,2,4845
3,4069,10,10529,3823,7269,1102,3987,4045,3001,5095,8714,9770,18785,0,0,1,4279,3745,9358,3059,2,4846
5,5152,7,8532,2818,2022,0,4092,3369,13707,5062,9434,10335,8930,0,1,1,10161,1182,14497,3060,10,7489
4,4781,10,10817,2977,1705,2881,1917,3986,9586,2265,4431,4341,18785,0,1,1,4279,55,7872,3060,6,4094
3,5152,1,10122,3765,436,0,101,4383,15176,3126,19253,9573,10650,0,0,0,10161,4324,15345,1048,2,8042
6,3906,9,6797,2956,1755,5240,3310,3045,4037,2879,8140,9322,5474,0,1,1,3354,9427,1749,3060,9,962
4,4861,10,9280,1263,2118,0,4724,4487,14508,4764,4017,18482,18785,0,1,1,4279,75,10921,3060,6,5661
3,4941,6,10561,2667,220,4769,4506,3526,12936,5882,3520,3180,5070,0,0,1,4086,341,15345,5113,8,8042
4,4790,2,9904,4876,795,5364,3022,2501,5523,11916,2855,18482,2985,0,0,1,6537,162,15345,3059,10,8042
1,3816,8,3593,1258,3921,1760,3419,4306,1336,12333,4744,4660,16946,0,1,1,4503,9427,13592,4536,3,7016
5,2042,4,1470,3369,1158,0,2078,4369,12844,6757,5942,4416,11644,0,0,0,1032,897,13588,4535,8,7016
3,3709,7,2733,1171,5493,3061,3340,4204,10029,14953,19253,18482,11790,0,1,0,7769,1844,13593,5845,10,7016
2,3532,8,3857,3211,3816,3865,4196,2303,11209,14390,4831,3772,5543,0,1,0,4503,1458,13587,5845,0,7016
1,3384,8,2203,1267,4398,3710,1815,4782,12170,1300,5530,4579,4345,0,1,1,4559,934,13589,4536,4,7016
2,5152,1,2630,4876,7269,2713,755,4923,11084,3852,5853,18482,2318,0,0,0,3224,9427,13590,4535,0,7016
0,4359,1,1889,1584,893,6024,3702,4515,9379,15857,19253,4046,2667,0,1,1,1032,9427,13585,4536,9,7016
1,4093,9,4322,2003,4833,4825,3835,4364,11220,5489,3255,2090,2163,0,1,0,4503,497,13591,4492,0,7016
5,4222,10,8300,4876,3211,0,3674,4469,12032,7651,19253,8853,9601,0,1,1,5610,1860,6673,2651,3,3509
4,4501,1,9082,3653,2532,0,4654,2728,9514,9079,3731,2826,1843,0,0,0,10459,142,4086,4987,10,2147
1,2461,0,6430,637,5813,470,2078,4923,16051,12176,13645,11967,10209,0,1,1,10459,5132,337,2650,0,236
4,5152,0,4820,921,5392,467,2852,2588,2519,15857,10973,7653,7627,0,1,1,1482,2079,9241,2650,4,4797
1,5152,7,7948,718,3556,7351,5598,2213,13329,8786,4725,3992,1260,0,1,1,4294,707,6672,2651,9,3508
4,4334,2,11938,1459,5253,7351,1224,4236,5108,12877,12593,8294,6206,0,1,1,5220,2156,6670,2650,8,3508
6,5152,4,11938,654,7269,275,1791,4815,10503,15857,19253,9384,8249,0,1,1,5221,2327,15345,2651,4,8042
1,4576,9,10872,2826,3533,0,5598,4923,3262,9269,19253,8261,6819,0,1,1,5221,1883,6671,2650,2,3508
8,3773,10,10267,4876,2329,0,4378,4256,5705,5368,12216,9263,9239,0,1,1,4883,2101,12904,4340,4,6712
5,2926,0,4416,4876,4005,0,2182,4892,10093,2473,11079,9614,17123,0,0,0,3346,3329,13225,5214,10,6866
4,3658,0,7695,4876,5051,7351,3316,4923,8738,2914,19253,6055,10259,0,0,0,3345,2455,4727,1993,9,2463
4,2926,3,4403,4876,7269,0,3272,4149,8368,15857,9650,8872,13758,0,0,0,7214,3388,4728,886,2,2463
8,3805,4,3751,454,4929,0,123,4881,9164,12766,6474,4257,10972,0,1,1,4367,800,13223,1575,5,6867
6,3600,2,4199,300,3311,0,2487,4900,9595,2946,19253,3375,8390,0,0,0,3346,672,13222,5631,3,6867
3,2860,2,3682,898,4509,731,1514,4630,4753,4982,966,992,4528,0,0,0,4690,7,13221,3742,10,6867
2,2505,10,2017,4876,4642,2495,5598,4874,3657,5694,8057,6611,2730,0,0,0,8222,2574,13224,1140,6,6867
6,2869,10,3242,932,7269,3384,1111,4352,5049,6905,9639,6265,2651,0,1,0,9234,2362,13220,2683,8,6867
2,4465,10,4290,1580,762,1576,501,4788,12872,5130,2266,1607,2732,0,0,0,9022,9427,12807,5845,3,6646
9,5152,10,917,4876,6497,2955,837,4350,9594,5816,16162,13809,10952,0,0,0,2791,6341,6776,1018,9,3558
5,1520,4,3576,3537,6995,4924,2424,3937,14229,1418,5654,6179,18785,0,0,1,90,9427,15345,4916,9,8042
3,2345,0,7025,2693,4881,0,4158,3365,14595,3489,4912,3347,7121,0,1,0,2791,156,15345,911,2,8042
7,1794,7,5043,1393,5750,329,3360,4121,1083,15857,8967,5878,18785,0,0,1,10459,1059,11316,911,8,5893
9,1171,3,646,1397,6889,7351,4015,4383,6690,2337,11342,8284,6871,0,0,0,2791,2015,6059,4837,4,3251
6,1729,0,5505,1063,7269,0,1735,2972,13030,1957,19253,3859,3671,0,1,0,2791,667,10080,1463,8,5209
6,1691,2,5700,3971,5361,0,2078,3927,14551,2644,6132,4435,3110,0,1,1,170,9427,10998,911,10,5715
2,1978,7,7165,1267,4650,7351,3139,2751,14709,2050,1225,1081,3133,0,0,0,2791,9427,6060,5659,10,3252
8,5152,5,11938,2357,6212,95,5598,2916,16051,15857,2815,1978,1312,0,0,0,10459,92,15345,4892,4,8042
8,1216,5,682,4876,3260,0,4060,4630,6967,5159,8393,5309,3336,0,0,0,2791,972,6775,1995,8,3557
9,2170,8,4272,1475,1688,2359,164,4480,16051,11525,16914,13176,13624,0,1,1,8291,9427,8136,5845,5,4210
6,3258,8,8837,2775,1647,3598,2078,4923,14513,15857,15703,11382,11808,0,1,1,2773,2882,8130,3606,0,4210
7,2974,8,7955,1652,3712,206,3794,4805,1930,15857,14289,10146,10264,0,1,1,1083,2882,8129,3606,8,4210
1,3237,2,7377,648,7269,7351,5310,4133,16051,15857,13061,18482,9230,0,1,1,152,1298,8133,3606,10,4210
7,1281,5,1482,1836,3633,1453,1030,4407,14623,11749,11779,7055,4230,0,1,1,2945,844,8128,3606,6,4210
4,3089,10,8400,4876,3108,429,1397,4923,14763,12593,11784,7471,18785,0,1,1,10382,1347,8134,3606,9,4210
7,5152,2,7547,2690,3540,658,711,4043,2203,15008,11257,7956,8116,0,1,1,10459,1740,15345,3606,8,8042
6,2093,4,11938,4876,4586,233,2126,2853,793,14021,10766,7336,7608,0,1,1,525,1340,8135,5845,0,4210
8,1691,7,1601,4324,2120,966,656,4018,14509,9177,4869,18482,4431,0,1,1,2945,111,8131,3606,3,4210
3,2847,8,11938,4876,3133,828,5598,4280,15658,11067,16914,13176,18785,0,1,1,152,4044,8136,5845,10,4210
3,4278,9,5611,3676,7269,0,2618,4376,6116,8129,19253,13827,12407,2,0,0,10459,6154,2906,2532,9,1495
4,2737,2,6027,3147,6558,1437,3450,4515,3794,15857,8864,8306,12739,0,0,0,7864,1662,11590,3147,8,6021
7,5152,7,3739,668,5103,7351,2947,4615,2477,15049,19253,6534,11285,0,0,0,676,1288,872,5845,3,501
5,5152,10,5654,1815,6602,85,4896,3973,5567,15372,4000,2186,7128,0,0,0,7864,9427,11591,5350,10,6022
8,2528,1,4846,2810,5361,0,2126,4101,16051,12438,3344,4728,3016,0,1,1,10459,860,14064,3239,6,7261
3,5152,10,9760,3676,5427,7351,5598,4264,3376,15517,19253,8306,3727,1,0,0,6825,1662,11590,3147,3,6021
2,5152,0,4477,1638,6003,2192,3444,4038,8883,9474,2753,2857,1112,0,1,1,10459,210,6613,5845,8,3488
8,3369,4,7011,4876,5687,365,1773,4732,12571,15292,1317,1088,3041,0,0,0,10459,19,14555,5363,2,7528
7,3041,2,6240,928,6784,3518,5598,4645,13253,14980,5598,3544,3147,0,0,0,7864,9427,1374,2708,3,789
8,5152,10,11938,861,1401,6528,104,4886,16051,6543,17082,16215,16977,0,0,1,8945,7866,14261,4769,3,7371
8,4962,8,9392,1267,1478,6833,342,4889,11487,8608,16820,15905,13800,0,0,1,8945,7651,15345,5845,9,8042
8,4719,1,9273,699,1394,2588,1199,4882,5695,8128,19253,12213,11774,0,1,1,8945,5505,14265,4769,4,7371
8,5152,6,11938,1990,7269,6966,5598,4923,11500,8780,19253,11774,9498,0,0,1,10459,4202,14264,4769,2,7371
7,4842,2,8103,446,2198,7351,248,4923,9289,7856,16720,15146,8767,0,0,1,8954,9427,15345,4769,2,8042
9,4907,6,8661,2258,936,7120,4898,4923,16051,769,13016,11774,18785,0,1,1,5439,4202,14264,4769,4,7371
3,4480,0,7928,1560,571,6939,3340,4881,16051,4932,12443,10621,3623,0,0,1,8945,9427,14263,4769,2,7371
5,5118,10,11147,2760,963,7351,4196,1149,12220,15857,1221,1331,1017,2,1,1,9820,38,15345,4906,0,8042
6,5017,0,11938,662,7269,6070,383,4923,11745,7447,14372,12278,3376,0,0,1,8954,4656,14262,4769,0,7371
8,5113,1,10720,966,2427,4557,4465,4923,10510,6629,2829,18482,1935,2,1,1,9833,10,14445,4770,4,7470
0,5152,10,11357,4876,7269,4390,3841,4923,15386,10716,12238,11007,14971,0,1,1,802,5734,7226,3839,0,3763
0,5144,10,11561,3267,133,4076,5598,1411,15739,11155,13026,11275,13042,0,1,1,802,6331,7224,3839,0,3763
1,5106,0,11938,3162,280,5984,740,1197,9274,13870,11734,10836,12037,0,1,1,8756,9427,7228,3840,2,3763
1,5140,7,11291,3162,34,7351,4935,584,12067,5166,19253,2921,11408,0,0,0,802,9427,13612,328,0,7023
2,5060,0,10525,1357,223,4804,3131,2949,1941,15857,10916,9149,7991,0,1,1,2466,4433,15345,3839,3,8042
2,5077,5,11466,4876,122,2188,5203,870,16051,8770,11002,8899,6883,0,1,1,802,3759,15345,3839,9,8042
1,5072,7,6787,1590,66,3952,3702,3553,566,2391,4953,5687,18785,0,1,1,10459,1467,7225,2402,10,3763
0,5111,2,11617,3116,61,7351,5417,1587,15532,9047,9057,8089,6548,0,0,1,4363,2873,7223,2402,5,3763
1,5004,3,9157,3457,379,4961,2540,770,15428,11424,11105,8988,6894,0,1,1,544,4823,7227,3839,10,3763
2,5152,9,2672,879,3476,2628,3210,2900,16051,9800,6406,6339,14843,1,0,0,797,2267,2778,5557,3,1433
1,5152,9,443,599,7269,1507,5598,986,13259,15857,19253,11759,14817,2,0,0,10459,5843,2781,3631,0,1433
5,3784,0,1551,1148,4540,7351,5598,4508,9372,12843,12755,10687,12998,0,0,0,1803,5391,2780,533,6,1433
6,835,6,288,4876,3459,0,3322,3087,16051,11852,19253,3216,10314,0,0,0,729,589,407,3469,0,267
5,1457,6,1221,377,4068,1388,5598,1553,16051,12112,3868,1852,4643,0,0,0,1003,9427,2782,2962,10,1435
8,3247,4,11938,858,3674,3740,4083,4610,10252,3931,3411,2502,2072,0,1,1,1803,54,11923,872,3,6191
0,388,10,672,4876,4579,7351,5598,785,62,15857,13088,13691,14495,0,1,1,8829,5912,13251,4777,0,6884
0,117,9,54,4876,7207,7344,1403,114,14872,645,19253,1829,5773,0,1,1,10459,14,305,5845,2,217
1,1108,4,478,4876,6889,7291,2424,4923,13447,371,2797,2609,2033,0,0,0,4580,263,10116,1401,0,5231
0,1149,10,11938,1692,6124,6877,1122,189,10406,15330,19253,1861,5085,0,0,1,8721,275,5726,5845,10,3044
0,379,7,177,905,6808,7351,1332,100,13390,11894,19253,1182,5098,0,1,1,1096,9427,1506,4856,0,856
0,201,4,215,837,6831,7034,5598,215,12317,15857,19253,1191,1523,0,1,1,6127,0,15345,2079,9,8042
2,2228,8,11938,1196,3633,6956,2286,105,5535,15857,2368,2152,5766,0,1,1,10459,124,5517,3691,0,2890
0,5152,2,516,522,5322,6981,2602,92,16051,15849,11208,10135,18785,0,0,0,8721,4593,13196,4434,0,6855
1,677,2,440,333,6011,7289,4527,574,1012,2351,3111,1995,5309,0,0,0,1311,134,1781,3121,0,980
0,253,2,263,827,7269,7342,922,107,5894,2366,3381,3166,4022,0,1,1,3152,660,15345,4856,2,8042
3,4320,10,9295,608,7269,182,5598,976,6017,4951,19253,3412,8593,0,0,0,4522,337,3582,1989,2,1858
8,4018,10,8297,527,2864,7351,1910,4153,10982,3232,19253,7781,7754,0,0,0,4522,1656,15345,5085,1,8042
0,5152,2,6910,2690,7269,7351,4293,2244,16051,11419,9482,7658,10437,0,0,0,2226,2883,3579,5085,10,1860
3,5094,10,9712,1380,2110,3053,4724,4874,13596,11619,10402,8571,5047,0,0,0,10234,3583,15070,5085,0,7838
6,4491,7,11938,691,7269,7351,5598,4244,4045,15857,7583,5113,18785,0,0,0,74,9427,3578,5845,10,1859
1,5023,5,11022,1780,912,213,4546,4923,5095,8774,6491,3993,2680,0,0,0,1514,451,3580,5085,2,1861
1,4159,8,7563,500,909,788,5598,1167,14165,6038,4628,2600,2746,0,0,0,4522,202,3581,5845,0,1858
2,3247,6,8418,4876,3415,716,4596,1536,12146,11900,19253,12917,16182,0,1,1,6453,4449,15345,5585,0,8042
3,5152,10,11442,2549,1611,0,5598,2980,10341,8842,11489,10054,14335,0,1,1,6453,3654,10870,5585,4,5628
3,4956,1,11338,1000,2478,567,2210,3916,3195,9183,8554,18482,18785,0,1,1,3271,1770,10874,5585,0,5628
2,5051,10,10722,4876,7269,7351,5598,3568,14014,8735,19253,11286,12779,0,1,1,5216,4506,10873,5585,6,5628
2,4976,6,10760,1397,1263,19,3801,2797,13169,10159,857,915,8330,0,0,0,6453,0,10867,3948,9,5628
2,5152,3,11938,861,4142,713,2894,1213,11112,14692,13922,12209,7111,0,1,1,3271,4877,10872,5585,0,5628
0,4566,6,11938,959,7269,7351,5598,3655,15981,7804,10400,8438,5985,0,1,1,5216,2819,10868,5585,2,5628
3,5094,10,11639,4876,2600,1299,5598,4923,11575,9517,19253,6384,3907,0,1,1,3271,9427,10871,5845,10,5628
2,4962,1,10787,1927,1577,0,3316,4536,13466,4210,8433,6398,4263,0,1,1,6453,1126,10875,5585,2,5628
1,4236,1,11148,309,1565,7351,5598,1905,1006,13437,8950,7076,3647,0,1,1,3271,9427,10869,5585,0,5628
0,217,8,213,966,7269,7280,1987,4923,110,12543,1217,18482,10297,0,0,0,5133,7,4765,5529,0,2478
0,187,8,186,966,7235,7251,2093,77,16051,13688,9654,18482,7153,0,1,1,5130,4495,8003,3894,10,4161
0,31,10,27,4876,7250,7282,2760,451,266,11444,1758,1528,18785,0,1,1,5132,9427,8004,1066,0,4162
0,22,2,47,1386,7247,7319,5598,127,211,15507,1747,1662,5281,0,0,0,7635,9427,7182,684,0,3745
1,53,7,32,852,7253,7312,983,4923,4012,1049,926,963,18785,0,1,1,5131,0,266,2228,0,186
0,108,2,11938,873,7250,7351,2341,121,714,15108,8858,7459,5279,0,0,0,5129,2612,4393,2579,10,2289
0,5152,1,10,4876,7269,7167,3139,472,271,15857,1020,1119,18785,0,1,1,4928,20,774,4841,10,442
0,5152,1,36,963,7232,7282,2286,386,16051,11858,19253,3708,4292,0,0,1,5130,575,15345,896,9,8042
0,1142,8,361,4876,7062,7218,1100,2846,2344,13455,1995,2065,5350,0,1,1,10459,9427,4763,189,10,2477
0,5152,8,1111,1070,7250,7253,1987,117,299,15857,19253,11904,18785,2,1,1,10459,5045,4764,5845,0,2477
3,5012,0,11473,4603,2585,0,3772,4923,11948,15857,17063,14489,9580,0,1,1,4792,7470,12454,4183,5,6460
6,4857,5,9958,4520,1215,0,5598,3703,12932,4581,16973,14428,8035,0,1,1,2029,6942,12453,4183,10,6460
9,5152,5,9371,4876,7269,0,3068,4923,10192,15857,17725,15738,9114,0,1,1,6752,7513,12455,4183,4,6460
8,3282,0,10199,3843,996,0,800,4923,14227,15857,12147,10745,18785,0,1,1,1734,3513,15345,4183,0,8042
5,3641,7,8446,1112,4904,7351,3404,1587,2733,10214,16329,14529,8097,0,1,1,4792,7703,12456,4183,4,6460
5,4927,10,11938,3765,2400,0,2789,3062,14574,7786,5753,5583,1150,0,1,1,1736,1449,12452,4183,8,6460
7,4891,0,10215,1646,2932,0,672,4031,3608,11202,16769,18482,7698,0,0,1,2904,6936,7067,2364,10,3702
8,4615,10,11825,4286,7269,0,1864,3110,10884,3216,10082,9001,2787,0,1,1,1735,9427,12451,4183,8,6461
1,3995,10,6632,4876,5332,0,1592,2530,16051,13162,19253,13204,4839,0,1,1,4915,6804,11747,4183,0,6107
3,2984,6,11938,3997,5756,0,5598,4923,7340,6560,10011,10394,5867,0,1,1,2612,2890,15345,4183,10,8042
2,390,1,945,654,7118,727,5598,666,7957,12560,13361,11228,18785,0,1,1,8349,5129,11891,5845,0,6179
0,859,0,1795,812,6889,663,2507,881,15364,15249,19253,1325,869,0,0,0,3941,32,15345,585,0,8042
2,1532,3,3081,195,6278,0,2986,1328,672,10708,7851,6127,7337,0,1,1,8349,2115,15345,5638,0,8042
2,2430,2,4705,164,4871,0,2663,2584,1373,10905,9328,7448,6983,0,1,1,8349,9427,11892,5638,6,6179
4,1450,9,2482,4876,6461,2298,1145,990,12101,15857,12428,9723,4318,1,0,0,1851,9427,15167,5845,8,7910
2,5152,7,3515,362,6547,7351,2016,1441,16051,10528,3260,2335,2565,0,1,0,8139,195,3754,565,0,1952
0,590,10,11938,4876,7197,778,2663,4923,1315,15857,4657,2972,6615,0,1,1,9987,9427,11893,5638,3,6179
3,2505,7,3694,230,3740,4243,3607,3863,3714,15857,4904,3772,15383,0,0,0,4278,760,801,3996,9,459
0,3702,1,2365,507,7269,7351,3347,4860,15488,13481,5235,5193,15491,0,1,1,2593,939,13087,251,0,6815
2,5152,4,1193,4876,5245,6069,1410,2409,16051,9876,3744,3638,9842,0,1,1,2694,328,13086,251,8,6815
2,794,10,387,1189,7199,7296,5598,3273,3155,958,2286,1802,18785,0,0,1,10459,190,15345,4193,2,8042
0,4069,2,2751,437,4691,6927,3292,4666,5938,15542,5585,4310,11160,0,1,1,2593,1230,13085,250,0,6815
1,2994,3,1633,567,4551,4776,1983,4095,16051,8536,1155,1116,7498,0,1,1,2694,20,800,251,0,459
2,2098,4,1611,220,6397,6940,2647,4578,3565,14330,8353,5650,10008,0,0,0,2694,2581,13084,5205,8,6816
1,2640,10,7182,243,3220,4451,1575,4923,11408,15381,10796,8643,18785,0,0,0,9921,3348,802,172,6,459
0,3274,4,4072,514,4503,6292,1504,3280,4517,14461,19253,8177,9332,0,1,1,8617,4807,13088,250,0,6815
0,4048,7,11938,1258,3687,7351,5527,1638,10149,15713,2898,2692,18785,1,1,1,10459,458,5254,5845,0,2744
4,5008,10,11259,1323,3954,0,2602,4822,14577,11901,19253,6263,9015,0,1,1,4913,879,4017,4050,6,2102
3,4457,7,9235,3092,3701,7351,4935,4923,14792,11363,3056,2209,980,0,1,1,839,16,4006,1325,3,2095
8,3821,3,10846,4876,4315,7351,5598,4487,12042,10868,3851,2894,963,0,1,1,839,76,3081,1325,9,1585
3,5152,4,3099,4876,6364,1884,5598,4923,13845,15857,19253,18482,6445,0,1,1,4954,1226,4015,1333,2,2102
8,5000,7,9384,1326,3256,536,2210,4834,16051,11731,19253,2339,6155,0,1,1,4913,9427,4016,5845,8,2102
8,5038,0,8361,2716,4968,0,5186,4670,16051,9279,19253,2389,6634,0,1,1,704,91,4018,4050,8,2102
3,4535,5,10204,1652,7269,0,2232,1974,14450,11856,4434,4314,1318,0,1,1,839,799,4014,1333,2,2102
8,4494,2,9141,3723,7269,0,5598,3896,8513,15857,3526,2677,888,0,1,1,839,33,14198,1325,10,7347
5,4787,10,10439,3971,7269,0,5598,4405,14584,13459,3417,2255,870,0,1,1,839,21,4047,1325,6,2118
5,4745,10,11471,3080,3790,0,768,3134,14649,11750,3143,18482,18785,0,1,1,839,24,873,1325,2,502
6,3135,8,2680,1036,3881,3431,144,4923,9888,3409,4747,3792,16405,0,0,0,4396,472,9837,5365,5,5094
0,1145,10,1647,256,6815,1534,1207,770,2031,7423,5015,4925,11378,0,1,0,9503,740,14085,3290,2,7269
3,1203,10,1780,4876,7269,435,3316,4923,16051,11404,1132,1059,6179,0,1,0,3643,9,9835,3820,7,5094
5,1830,9,4782,327,6482,100,3419,2695,7116,15857,2453,1793,9519,0,1,1,6057,9427,15345,3264,9,8042
0,480,10,1146,272,6860,271,961,727,256,15857,1594,1236,6961,0,1,1,10459,5,10358,3264,0,5371
3,1358,7,11938,1150,5550,7351,2261,3311,1013,1931,6262,18482,2177,0,0,0,9503,441,9838,5324,10,5093
5,5152,5,915,1095,5421,1604,1177,3673,564,4269,2092,1415,1811,0,1,0,9503,27,9836,4574,1,5094
0,643,10,920,637,5641,1351,2046,844,696,11680,1873,1692,4889,0,0,0,10459,41,13505,3516,0,6980
1,1974,7,2973,187,3418,20,1249,4923,15121,11672,15217,13349,17095,0,1,1,10459,5763,11546,5845,5,5995
3,2282,10,7665,256,4527,0,1807,1411,1042,7799,19253,18482,12930,0,1,1,2361,5887,11541,3885,9,5995
5,4314,0,4384,320,3096,1504,4378,4613,8234,9833,3267,2864,11394,0,0,0,7406,459,11113,4740,3,5781
1,2477,7,6649,250,4220,275,2424,1309,11775,15857,2486,18482,4695,0,0,0,9983,65,15345,3583,0,8042
2,4835,10,7500,2003,1551,7351,4039,4531,6241,7649,6910,4621,18785,0,1,1,7406,879,15345,3885,0,8042
2,2125,10,4612,216,4064,471,3068,1965,1687,9930,10668,18482,18785,0,1,1,1444,2530,11545,3885,7,5995
4,1811,9,5000,339,5166,0,3526,1585,16051,6353,19253,6865,5252,0,1,1,52,2127,15345,3885,10,8042
6,3976,0,5372,608,1456,0,3643,2207,8253,6745,2324,2054,18785,0,1,1,10459,9427,11543,3885,3,5995
2,3000,10,3554,329,3328,7351,994,2688,12371,9605,6581,3586,2292,0,1,1,7406,428,11544,3885,0,5995
1,2964,1,6652,316,1626,2854,1954,1399,13797,11003,6413,3762,18785,0,1,1,1444,926,11542,3885,0,5995
1,3153,5,11938,296,7269,1164,1410,3045,16051,6241,1470,1381,13264,0,0,0,10459,70,6109,3026,3,3272
2,5152,9,1593,845,2438,4723,5347,3307,11583,13644,7708,6650,18785,2,1,1,10459,9427,6106,2055,8,3269
