Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Comments,Album_type,Licensed,official_video,Album,Title,Channel,Composer,Artist
1,336,11,942,703,6380,3543,2462,1316,7712,13765,4809,4036,9812,887,1,0,0,4552,15345,5641,2,77
0,713,0,1591,414,6319,5583,2666,1174,300,14516,2958,2545,11128,172,1,0,1,2619,3845,5246,0,84
1,1934,0,2496,2903,3505,4215,2773,3068,8650,8653,7844,14283,6219,7090,1,0,0,3543,5082,2124,0,14
1,376,9,395,1155,6100,6304,1291,1421,59,14835,2782,2325,2678,189,1,1,0,4552,14767,5845,0,77
0,602,6,1175,945,6274,5301,2276,785,8650,8653,2061,1893,2880,7090,1,1,1,4552,13576,2179,2,96
0,915,4,630,533,5449,5048,3897,1487,15259,15846,15120,8417,7421,3336,1,0,0,5931,9642,1724,10,1
1,286,10,728,399,6372,1619,2182,748,8650,14764,2160,1681,2535,100,1,0,1,4552,6495,2125,10,14
0,2671,6,1604,1800,4618,96,4054,2907,8757,15583,15120,2056,4738,208,1,0,0,290,322,5845,10,11
0,3553,12,388,898,4623,5048,1040,719,8650,8653,2413,2402,9821,192,1,0,1,3543,6494,2178,9,73
2,3553,7,8621,1643,2450,62,4906,3955,11259,13241,12152,11842,16820,2297,1,0,0,5338,5840,1947,0,14
0,3553,11,8332,1129,4623,0,1457,3478,5232,8653,12255,10414,14045,7090,1,1,1,5338,5835,1948,10,27
3,4349,4,2329,307,1337,5048,3897,4888,8650,8653,10148,14283,10487,2909,1,1,1,10455,5838,1946,8,96
7,3375,1,5848,873,969,0,666,4874,10922,8653,5835,9420,5140,7090,0,1,1,4195,9668,2868,9,77
4,2668,9,2880,316,1658,808,3897,3646,12702,8653,15120,10034,9154,3353,1,1,1,1430,5833,1948,10,77
2,4479,12,5848,869,196,4626,1106,2519,9321,11436,15120,3651,13972,7090,1,0,0,2670,5839,1947,3,47
3,3553,7,5848,2626,366,5933,1873,2584,8650,9732,1900,1936,808,123,1,1,1,2670,5834,5845,4,84
0,4784,10,11431,3655,22,0,2053,2941,560,4218,2580,2154,1066,180,1,0,0,2670,15345,1947,2,11
1,3553,0,6745,313,1188,5048,2241,1376,1489,9087,1719,1869,739,158,1,1,1,2670,5836,1947,8,11
2,4642,7,10562,905,4623,5048,2712,2803,6870,10989,15120,1767,725,7090,1,1,1,2670,5837,1947,5,64
4,3669,6,6385,350,613,1857,4358,4702,10673,7643,3343,3281,15701,313,0,1,0,10455,1495,5845,2,96
7,4033,6,5795,1998,2605,5467,912,4414,7104,8653,14364,12371,14027,5513,1,1,0,1596,1489,5745,0,59
3,1257,11,1236,1400,2872,937,2551,1627,537,13519,6361,6336,12704,847,0,1,1,1082,15345,495,2,96
2,4180,7,7509,1298,1290,0,2593,4231,4793,7375,5880,4816,10983,735,1,1,1,5039,1491,495,0,79
8,3553,7,2075,2173,2922,5048,2832,4181,6946,10542,14364,12371,10931,5513,0,0,1,1082,1489,5745,10,11
6,2593,6,3846,637,777,5048,2862,4291,10620,12905,13382,11335,7495,7090,1,0,0,1596,1492,4458,2,59
4,3553,2,5848,2346,2264,0,1153,2941,1981,13588,8468,7661,9381,7090,0,0,1,1083,1493,4629,2,73
4,2110,9,1575,2903,1231,5048,907,4466,2286,15476,4844,2982,7848,393,1,0,0,4236,15012,1827,6,32
5,2660,8,1526,268,91,6098,931,4201,7555,7329,6065,3473,5739,7090,1,0,1,5038,1494,5238,5,68
4,4417,2,3873,294,1439,5139,1412,4701,8650,8300,15120,14283,4554,172,1,0,0,4585,1488,396,2,87
3,4253,0,8314,1029,1917,987,2925,3999,8650,5517,9990,14283,16311,3649,1,1,1,10003,10752,3564,0,96
4,4178,12,7001,2903,654,5048,950,4356,8650,5378,2991,2471,2108,224,1,1,1,10455,10753,5772,3,59
5,4090,0,6948,685,1555,3761,4611,1635,4433,10466,10644,9467,16147,3704,1,0,1,10003,10756,5845,3,91
7,3553,8,3893,3118,1763,4014,640,4551,8340,8653,10263,8622,14873,2180,1,0,0,9503,10755,5845,10,3
5,3810,10,6930,553,1840,3745,1949,4701,12353,10861,4194,3655,2668,609,1,1,1,613,10757,5772,6,1
4,3883,11,7361,1171,1957,1446,2292,2941,12277,6014,15120,2767,13972,387,1,0,0,9503,10758,5845,2,78
6,3553,8,8196,243,1064,1342,3897,3541,7161,6729,1687,14283,1101,112,1,1,1,10455,10754,3564,8,77
1,2067,4,2685,3699,2621,5180,1924,1803,4894,9988,2391,2495,1746,354,1,1,1,613,10759,5772,9,69
7,3586,1,7101,1112,4623,5470,1156,4827,9797,3418,4427,4211,2718,740,1,1,1,613,15345,3564,5,77
5,3006,12,6207,615,1391,1800,2260,2941,8650,8653,1926,1382,9856,51,1,0,0,10455,7688,3251,8,96
2,3094,12,8978,2903,792,0,1066,2373,14413,10043,12739,13355,13972,4434,1,1,1,8750,13637,4546,9,32
2,4495,6,9883,454,669,5048,666,3517,5740,9541,14203,14261,13495,5749,1,1,1,8750,13641,5845,0,95
1,4188,9,10003,2584,4623,0,305,3446,13159,8653,10844,8829,11959,1402,1,1,0,10455,13635,1960,9,11
1,3375,8,8121,2903,1501,5048,2486,1638,8650,8604,8171,8416,11275,1465,1,1,1,10455,13636,4546,0,94
4,4347,12,7401,986,278,52,689,2540,9538,9933,12279,10782,11627,2703,1,1,1,6338,13640,4546,8,21
5,4386,2,9291,1709,4623,0,3788,2941,8521,10825,15120,6624,7657,792,1,1,1,8750,13639,4546,6,96
3,4008,9,10773,2308,299,135,3897,2941,14401,4088,15120,2941,10010,252,1,0,0,6742,13634,5827,10,96
2,4287,12,5848,3041,527,0,3897,3584,14732,7197,6880,5679,13972,1923,1,1,1,8619,13633,4547,10,3
4,3553,4,8009,404,646,0,3526,1706,8495,10558,8999,7869,6999,1368,1,1,1,8750,13638,5845,6,8
4,4598,11,10809,966,760,0,1447,2941,7634,9569,15120,5780,6416,1161,1,0,1,9846,13632,5845,3,27
5,2868,2,3147,3256,4623,1540,4327,4383,8650,9858,16685,15466,16898,7774,1,1,1,5624,1565,518,0,69
7,4365,2,8105,2903,2189,955,3897,4841,10546,4265,5302,14283,7438,1993,1,1,1,8056,5222,1742,5,1
4,4730,7,7516,2391,549,5732,1685,3918,8650,6517,8159,6732,8216,2494,1,1,1,3721,1564,518,2,71
4,2632,0,4574,2903,3498,2546,4491,2941,8377,9106,7105,5588,6725,1679,1,1,1,7663,1566,518,8,28
4,4699,7,11682,2087,2009,712,4255,3267,12341,7135,5573,6807,8405,7090,1,1,1,8008,2269,725,7,96
3,4676,1,8209,2903,433,4647,1118,4433,7443,14393,10085,9019,11227,3617,1,1,1,1893,1563,5845,10,94
4,3553,12,10124,858,2579,5999,3939,3975,14676,3878,1021,1040,5393,1,1,0,0,5766,1569,4421,2,77
9,2853,12,7408,1118,1223,6694,1654,4612,8650,6189,5972,4485,3845,1058,1,1,1,8833,1567,5845,8,75
5,4593,1,9426,1672,773,5367,3311,3597,6827,5247,9222,9261,9338,7090,1,1,1,1893,1568,5845,6,77
3,3553,4,3491,2903,4420,5426,2276,2941,8650,14518,3757,14283,8906,373,1,0,0,10455,15345,3805,0,32
2,1868,7,1143,285,6006,5048,1816,4014,11081,2083,6302,6267,10321,1505,1,0,0,4162,6414,1465,10,62
6,3553,9,2396,486,5738,612,1309,4535,10504,9401,4908,4828,10750,1362,1,1,1,10455,6411,2156,8,87
6,3421,9,2925,2903,5497,5048,1071,4589,13174,4406,4049,3439,12353,737,1,0,0,5066,6408,5845,4,36
3,3553,4,2409,955,5914,771,2053,3729,8650,5672,3739,3247,11581,20,1,1,1,4162,5698,2157,2,17
5,2318,8,3394,387,5191,778,1496,4349,9997,3310,4281,14283,11572,7090,1,0,0,10142,6413,1410,5,63
6,2651,12,2532,1228,4623,752,3897,4885,14350,4656,15120,3043,10471,408,1,0,1,10142,6410,5610,8,81
2,2091,7,1521,1820,4025,1879,1216,2941,14434,1551,4108,2615,2403,275,1,1,0,10142,6409,5845,2,32
2,3023,4,2563,1437,4811,0,3897,4478,14728,3328,3667,2629,3693,209,1,0,0,10455,6412,1410,3,85
2,3553,7,1213,837,5259,5048,2889,2530,9031,963,6154,14283,4890,1096,1,0,0,10142,6415,963,5,11
7,3553,12,3891,1120,2022,5048,3897,2267,8650,10559,3898,4084,4992,7090,1,0,1,3344,1909,616,9,68
8,4389,2,6754,1323,1737,7002,3897,2941,10149,14818,1482,1904,791,88,0,0,1,3293,1905,616,10,67
4,2536,4,4959,2903,3849,6298,855,2177,3321,9324,3259,2193,4888,40,1,1,1,2240,1906,616,9,63
5,4322,2,5848,785,4192,7219,1081,1860,8258,15049,10465,9905,11576,2996,1,0,1,8922,15345,616,0,70
2,3880,8,5848,250,2914,5048,3846,3832,3623,10131,15120,920,13972,0,1,0,0,1284,15039,5564,3,10
5,2628,7,2782,691,2398,6335,1846,3332,7459,13326,3237,14283,3768,214,1,0,1,3344,1910,616,0,7
5,3553,0,3414,2903,4623,6886,1949,1346,12073,7365,3438,4912,3420,7090,1,1,1,10455,15345,5845,3,96
0,862,3,498,732,4623,7032,3897,2941,10086,604,1726,1618,2085,63,1,0,1,3344,1908,616,0,1
2,3825,9,3780,2260,4623,6725,2756,748,9429,8653,15120,9084,10541,3594,1,0,1,5709,1907,616,2,90
4,1199,4,4218,2903,5839,6386,3897,1090,9919,8980,15120,14283,4631,376,1,0,1,3344,1911,616,2,78
1,595,10,1584,1528,6441,2640,1792,1041,4674,7081,4061,6150,13972,590,1,1,1,8019,1698,5845,0,90
5,3553,10,5848,2903,6435,5517,2476,3030,9447,8653,2697,2612,9312,7090,1,1,1,8019,1696,556,5,22
2,322,2,1204,975,4623,311,2780,2084,6307,4308,4784,4733,11695,548,0,0,0,10455,1700,2512,3,96
3,150,7,1093,1267,6452,723,3897,1781,268,5679,2584,1990,13972,75,1,1,0,8706,1694,3399,8,73
3,453,10,918,1263,4623,1393,2612,1150,244,3686,3991,2392,3101,296,1,0,0,10455,1699,5347,2,88
0,246,8,327,2903,6454,5048,3079,267,5109,5492,15120,9615,9286,4471,1,0,0,1241,1693,3779,2,77
1,583,1,1299,2903,6061,240,3897,1484,407,4722,6528,5896,6964,1606,1,0,0,5310,1697,5775,3,45
3,456,12,1096,1903,4623,510,2027,1508,336,8653,3906,2943,6242,7090,1,1,1,7232,1695,3399,10,73
7,3553,12,7993,391,4623,0,1185,4349,5722,6296,18384,18115,18383,9219,1,1,1,823,12366,4142,3,2
7,4763,8,8385,371,3975,0,2544,4888,9103,7103,14298,12843,13857,5708,1,1,1,3425,12371,4142,10,73
5,4534,8,9575,294,1287,0,4430,4535,9190,1880,4470,3290,13972,7090,1,0,0,823,12367,3135,8,96
7,4465,6,5848,264,1422,0,1224,4880,8650,4409,7564,5521,13972,1603,1,1,1,823,12370,4142,3,30
1,4552,10,7361,2212,2110,5048,3897,4014,5043,13455,9904,9675,5105,4272,1,1,1,3425,12372,4142,10,96
7,3289,8,7636,1004,4623,0,3589,3503,5714,12559,15120,3294,1285,43,0,1,1,569,789,5845,3,34
7,4570,3,7998,858,1538,0,1816,4229,7620,8077,15120,5533,4372,812,0,1,1,568,15345,5845,3,22
1,4321,12,5848,2903,1637,0,1552,4878,15989,1931,3176,2047,2367,319,1,0,0,823,12368,204,9,47
4,3553,12,7665,703,4623,732,3897,3426,8650,11008,2758,1919,13972,218,1,0,0,823,12369,204,4,96
7,1615,9,5848,1548,5044,5048,449,2879,5304,6182,7434,8523,13972,2654,1,1,1,5048,15345,195,6,96
8,1591,9,4722,886,4623,3960,3897,3460,4516,3443,12379,10985,14400,3570,1,1,1,3522,614,882,4,62
1,1723,4,6608,928,4729,854,785,1864,12992,15270,15120,11977,12539,4815,1,1,1,5048,607,194,2,14
8,1711,11,2698,1120,3221,1501,2383,2941,8268,8900,4374,3976,11317,530,1,1,1,513,613,5845,5,94
8,1928,8,2790,4181,3132,1550,917,4151,4769,14185,2768,2243,11919,145,1,0,0,4233,402,5845,4,88
6,1575,0,3819,275,2828,2235,1336,2941,4496,5367,4551,4408,6768,362,1,1,1,10455,608,194,4,6
5,1991,7,3797,234,1366,0,1611,3971,6696,5130,4634,3121,3621,364,1,1,0,514,610,5188,10,96
9,3553,9,5848,3118,1562,5923,2630,3682,5896,5733,15120,1149,6901,18,0,0,0,5803,3663,985,8,78
9,2195,12,3313,2194,3505,6577,3079,4668,1388,9122,2464,1899,4852,189,1,0,0,3522,609,4660,3,10
2,841,11,1004,2903,5059,3700,2241,2609,8650,11261,9337,8563,4963,3154,1,1,0,4233,612,882,5,57
4,1163,2,2287,2903,5228,864,615,2941,11993,9636,15120,7036,16014,7090,0,1,0,8616,884,5845,10,96
0,694,1,2802,309,4623,3473,3897,501,1746,2427,12617,9777,14823,7090,1,0,0,4141,6468,5845,10,96
0,1777,2,2562,1990,3664,2739,1613,1597,12849,14344,11584,14283,14474,7090,1,1,1,9994,6466,2170,0,14
2,4234,6,5848,886,5204,5048,3739,4711,2772,8653,8789,6409,9883,2056,1,0,0,9994,6462,5427,3,96
0,3462,4,7335,1078,4156,0,4903,1407,11157,15029,12029,13203,9458,6020,1,0,0,8137,14087,3439,0,35
7,3409,11,1809,1070,4623,1469,3880,3955,8045,14097,8186,6929,10937,7090,1,1,1,9479,6465,5845,3,15
5,2407,6,1665,262,2629,0,2898,4730,15112,8653,11689,10668,10141,2989,1,0,0,10455,6467,5845,6,96
3,2562,2,3916,241,4527,414,2407,4045,2474,2201,3950,14283,3313,367,1,1,1,4550,6463,2170,3,73
3,3242,1,2036,1672,2636,250,696,3454,10391,8031,18631,17642,17772,8434,1,1,1,6820,13366,5845,6,96
4,2386,4,1695,975,1641,22,1361,4187,10201,8653,15120,13760,12495,5054,1,1,1,10455,13360,4507,10,69
4,3110,4,2012,1271,1458,5048,3418,3988,9321,9155,12125,9352,4865,7090,1,1,1,10455,13363,4507,5,81
2,3553,2,2650,1748,4623,5048,3897,2649,9346,13394,10525,14283,13972,2016,1,1,1,1069,13364,4507,4,47
4,3415,12,5848,342,3274,1292,2618,2941,8207,12373,7108,14283,1964,1536,1,1,1,2388,13362,4507,0,3
0,3553,4,5848,2903,3208,1531,2536,1359,10982,5877,6074,3574,1019,670,1,0,0,1069,13361,5402,2,77
4,4093,3,4500,339,1865,5972,3897,3905,8707,7351,7755,5094,1796,1729,1,1,1,10455,13365,4507,10,55
4,4231,2,3192,2903,1260,849,3664,4020,8919,8009,6763,4017,1600,7090,1,1,1,9689,15345,4507,7,23
0,1580,12,1435,300,3421,1746,2292,1001,4188,12503,8918,5446,1970,1451,1,1,1,6820,15345,5845,2,28
5,4196,0,6761,3094,1326,0,4023,4554,4784,5360,2973,1613,15922,95,1,0,1,9666,15345,1334,8,3
6,4421,9,5848,1958,3636,0,1206,4807,6803,1397,11910,13565,5603,6773,0,0,0,10455,9597,5845,3,77
8,3346,0,7283,434,2564,1051,2544,2941,6262,6790,12203,14283,13972,1925,1,1,1,1470,7570,2507,3,96
6,4193,1,9475,1316,3440,5048,3897,4897,8650,8653,12269,9270,7344,2006,1,1,1,10455,7571,2507,8,15
7,4605,11,10165,2903,2216,2784,3671,2941,13628,6833,7595,3936,4143,580,1,1,1,9666,15345,2507,2,67
4,3553,9,7544,1063,4825,0,657,2941,7423,9280,9148,6253,4401,7090,1,1,1,8485,7569,2507,9,69
8,4268,8,7911,3244,1538,2162,4023,4685,9609,9126,8396,4892,3084,872,1,1,1,9666,7573,2507,8,78
9,4209,6,9122,2903,3450,0,1714,4884,8650,5350,15120,2535,1076,130,1,1,1,9666,7567,5845,10,36
4,3504,0,5848,745,1559,5048,3458,4301,8650,11431,3012,1913,13972,144,1,1,1,9666,7568,2507,9,77
5,4281,11,7046,2903,2353,715,3691,4378,5702,12722,2960,1492,1044,59,1,1,1,10455,7572,2507,0,11
7,1939,12,5848,296,2668,5048,323,4705,6343,8588,18084,17028,13972,8404,1,1,1,10455,9170,3003,3,3
8,2057,4,1209,1137,1959,1469,1760,2941,8650,6389,15120,15675,15743,7008,1,1,1,1491,9174,3003,10,2
5,4167,7,10375,2903,2315,0,1023,3309,11900,9317,13004,11369,13972,4926,1,1,1,1632,9173,3003,6,58
6,3553,12,9664,2903,3315,862,822,4834,6146,13417,11604,9642,7372,3741,1,1,1,10455,9172,5845,9,96
7,3553,4,2610,2903,2668,4164,3897,2941,10401,7861,3535,3444,2517,405,1,1,1,9390,9171,3003,5,27
3,3060,9,1887,1982,2135,5048,3897,3112,13444,7925,15120,4311,3894,774,1,1,1,10455,9169,3003,10,96
0,2146,11,1164,2903,1695,1278,3630,4085,15152,7234,1513,14283,2520,35,1,0,0,1491,5690,3469,0,81
1,4253,7,9467,2990,3355,0,1714,3367,13017,8653,6296,4394,13972,863,1,1,1,10455,15345,3003,0,36
6,4209,0,10111,2413,1232,0,3377,4688,9725,2887,7293,7050,13649,1007,0,1,1,2296,822,257,4,90
6,3553,11,8540,1876,4623,6737,3404,4065,9761,8653,15120,5519,1403,701,0,1,1,2297,824,257,3,90
5,3924,11,8229,1672,846,0,1068,3006,9721,2952,2084,2408,1100,7090,0,0,1,2299,823,257,8,41
6,4308,0,9147,2228,1737,0,4273,3849,8874,7924,1915,2279,13972,128,0,0,1,10455,826,5845,0,71
8,3553,2,8141,3174,4623,5048,2383,3811,7894,5058,1301,1389,1003,47,0,0,1,2295,821,1344,3,11
6,4736,8,5848,1786,2407,6270,3897,3611,10510,8653,1434,1616,810,47,0,1,1,2298,15345,4264,4,35
5,4504,0,8621,1160,1155,3461,2418,3236,8650,5398,2033,14283,685,111,0,0,1,2300,825,257,9,22
9,3553,7,6390,1441,705,4686,3825,4187,8650,15094,1007,983,863,0,0,1,1,3515,5059,4597,8,2
8,3586,0,5125,986,1272,5762,288,4238,8500,15598,15120,14283,965,227,1,0,0,3428,5876,4186,3,30
3,4510,7,11778,749,1242,5048,2027,2244,8263,6714,15120,14108,13190,7197,1,0,1,2647,15148,5504,2,85
2,4407,12,9037,533,332,4045,2820,3551,10745,12946,12591,10966,9303,3495,1,0,1,3743,15345,5504,3,32
2,4450,11,11828,676,1357,1271,3166,3662,13718,9433,12916,11187,10023,4337,1,0,1,2647,15345,5504,10,85
2,3593,11,6541,2903,1138,0,742,3151,11422,8381,8953,9392,9817,3307,1,1,1,10455,9488,5534,0,45
1,4613,4,11366,1795,4623,0,2773,2941,615,4673,6409,6916,13972,1428,1,0,1,1099,15149,5504,0,37
1,3551,2,8137,214,4623,739,3897,1642,4170,11053,15120,8765,7415,2648,1,0,1,5553,15146,5845,8,11
4,1485,2,4414,2903,4797,2557,1093,474,5923,11444,8689,14283,13972,2233,1,0,1,1512,15150,5504,5,3
2,3805,4,11030,357,285,3497,3013,986,7513,8653,8035,14283,4216,7090,1,0,1,2647,15151,5504,9,79
4,3553,12,11265,2903,4623,3936,294,2941,8650,8653,5962,14283,13972,7090,1,0,1,10455,15147,5504,10,8
5,3462,11,4083,285,1273,2033,2346,4612,12205,13953,7216,6269,3791,7090,1,1,1,4677,9489,5534,0,96
0,2602,1,5550,808,5250,0,3013,1487,887,10097,15120,14283,14979,7090,0,0,1,2795,3902,5845,0,36
8,3593,7,7174,2210,4638,2852,3705,4598,5722,8653,15034,13568,14856,7090,1,1,0,6609,7603,9,4,14
4,3043,4,5916,2903,5648,5272,331,4884,8613,13647,14708,11185,10676,7090,1,0,0,1687,2526,5120,10,27
7,992,3,1617,313,3794,989,2199,3407,5022,11064,12712,9324,5013,3332,1,0,0,6609,12990,837,8,96
8,4321,12,9875,2903,1555,926,3004,4874,6951,11392,15575,13134,11179,5713,1,1,1,10455,15345,794,8,10
2,2899,2,5070,654,5648,5048,3798,3865,5098,11826,7643,5159,3940,1407,1,0,0,10455,2529,5845,9,77
9,3553,2,9902,437,4623,5048,3897,4885,10165,11165,13818,10710,5008,3347,1,1,1,10455,2528,794,2,43
4,1266,11,5848,446,6139,591,1816,2941,6749,1860,15120,2092,13972,59,1,0,0,1355,2527,4945,8,81
5,1269,9,5848,1237,5465,0,1196,4370,8650,2013,964,965,2372,2,1,0,0,1355,3615,1433,3,96
3,2233,12,5848,2093,5445,5048,2721,4725,7370,14912,4405,3088,2590,431,1,0,0,1687,2530,5845,6,96
5,4531,2,5690,3005,1470,5209,245,4378,8650,6984,2029,1476,10948,60,1,0,0,1838,15345,1040,10,30
4,3553,1,5848,2903,724,0,4264,2140,1029,1188,8591,6977,8177,2210,1,0,0,6757,2610,1513,8,32
5,3918,7,2453,963,1253,5048,385,2941,8943,11554,5241,4486,8693,665,1,1,1,10455,2616,817,8,96
8,3553,9,3591,262,5014,1958,2216,3037,7065,2779,15120,4251,6098,328,1,1,1,6757,2613,817,3,77
5,2407,11,2102,2903,3650,5048,850,3313,15340,8653,10458,7710,8312,2212,1,1,1,8483,2617,5164,3,96
7,4060,0,5848,3069,2148,5470,338,2941,14306,12110,4546,4520,13972,565,1,1,1,1838,2611,5845,2,30
8,3553,2,6375,948,3688,6007,90,4883,9178,4328,5902,14283,9155,712,1,1,1,6638,2612,817,9,96
3,3553,2,4715,1454,2616,5048,2799,1974,8612,12491,4921,4514,6116,666,1,1,1,6638,2615,5845,9,21
6,1975,9,2977,1155,2680,431,4678,3700,7041,4838,8470,5645,3170,7090,1,1,1,4869,15345,5164,3,73
8,3397,7,4043,608,4623,3126,387,2941,8650,7850,3864,3267,3747,316,1,1,1,6757,2614,817,8,59
5,3553,4,5848,1365,3302,0,1488,4694,1697,9869,13485,14283,16232,5008,1,1,1,1386,2980,954,4,82
5,4465,11,11197,1182,1894,0,3897,2941,8863,3912,3881,4609,3048,597,1,1,1,144,15345,953,0,14
6,3856,10,6579,718,4104,4280,555,4527,10921,11698,15120,7218,7770,7090,1,1,1,1386,2982,954,5,11
1,2695,8,5912,1820,3445,0,4827,4463,8650,13430,13077,11463,9362,3599,1,1,1,7954,2985,954,3,13
4,4479,1,10226,1155,924,11,3021,3338,9626,7048,11129,10880,13972,3934,0,1,1,7332,2984,5845,2,82
5,2012,11,5131,2261,2447,0,3166,1184,10116,4520,1586,1387,5025,21,0,1,1,4166,2983,954,8,52
5,2536,9,6451,186,4504,0,588,3207,8650,10660,9989,7249,7557,1731,1,1,1,9017,2981,954,0,96
7,4667,4,5848,2417,2889,854,2486,4258,8869,2006,7863,6000,12049,727,0,0,1,10455,15345,2077,10,79
7,4188,7,5848,2903,1716,5048,873,3783,8687,8653,10889,14467,11624,7625,1,1,1,567,6886,2308,10,82
2,3553,12,7007,892,2976,0,3897,4512,12826,8653,3353,2927,13356,7090,1,1,0,1815,4621,767,0,96
7,1247,9,811,387,2159,0,3798,1656,5204,3992,9816,7400,12497,7090,1,1,1,3564,4616,1544,3,14
5,4124,9,7143,1118,4623,919,123,3700,3788,14337,4583,2989,11475,547,1,0,0,2722,4058,5845,3,96
5,4289,2,5848,260,769,1505,5042,4761,9443,13162,7889,5492,7065,7090,1,1,1,2722,4617,1544,8,20
0,4215,0,8878,587,4623,0,3897,1392,3459,14645,6623,3845,9562,408,1,1,1,411,4618,1544,10,73
7,3553,9,1097,724,4056,0,3889,3460,7168,8653,6996,14283,6086,7090,1,0,0,3045,4623,830,3,30
5,3033,9,4531,327,1386,5048,3897,3068,5534,14911,6794,3931,6074,616,1,1,1,411,4622,1856,10,71
5,4417,11,4985,2903,4729,0,5093,2941,6939,5016,1892,1498,13972,23,1,1,1,2968,4620,1544,0,17
5,2247,0,3623,2903,4623,160,3241,4197,6074,11030,8463,5060,3730,980,1,1,1,2722,4619,1544,5,59
7,2445,2,1347,2903,2690,0,2276,3079,7757,11356,8020,6463,6438,1957,1,1,1,4852,15345,1544,4,90
8,3553,11,5118,886,1590,482,1003,3517,5687,11491,15120,10610,16676,3697,1,1,1,653,15345,2193,9,96
8,3813,11,8755,703,1665,5048,1873,4894,9633,8257,12133,14283,13972,3442,1,1,1,10455,6523,2193,10,96
5,4627,12,11517,2903,2811,3958,3825,3546,9122,8515,10019,14283,13972,2889,1,1,1,7620,6528,2193,10,32
5,4118,9,8746,231,1791,201,893,2941,8650,13253,10936,14283,11762,3740,1,1,1,9430,15345,5845,8,89
7,4695,7,11097,274,1786,42,268,4876,7416,13424,15120,7811,9543,7090,1,1,1,8871,6522,2193,8,58
1,4727,11,5848,2525,1172,174,3232,2941,14404,8653,5536,3684,8878,548,1,1,1,7620,6526,2193,3,79
2,3553,2,9162,1083,784,853,4323,4884,13878,8653,7812,5784,13972,7090,1,1,1,9430,6521,2193,10,46
4,4578,4,9481,1083,539,1736,597,2996,12365,9504,8013,5717,4285,1867,1,1,1,10455,6524,2193,9,10
8,3586,12,6605,307,3102,1807,484,2941,8628,13042,6147,14283,7334,1243,1,0,1,6253,6529,2185,10,82
3,4595,8,10573,2903,1459,3307,3079,3435,9057,8653,7792,5979,13972,2864,1,1,1,7620,6527,2193,0,40
8,4461,10,11324,1986,3454,5048,3897,4773,9345,12354,17176,16226,16155,7674,1,1,1,8277,4132,1362,8,73
6,4513,3,11356,1167,4462,3154,3298,4824,9831,7205,15120,5525,7812,1435,1,0,0,8277,4130,2903,2,77
8,4600,11,11370,1731,4224,2840,326,4593,10295,8653,16470,14413,11164,5303,1,1,1,8277,4134,5845,8,36
7,3810,7,8632,319,4623,712,3114,2941,11321,9464,7161,14283,8205,7090,1,1,1,8500,4133,3710,8,30
7,4534,11,11653,2903,4623,5048,265,4688,8277,11830,15120,7341,7889,1472,1,1,1,6787,4131,1362,3,20
8,4109,11,5848,543,1868,946,139,3662,8650,9033,6998,4751,3358,7090,1,1,1,8278,4136,1362,0,1
8,4516,10,5848,323,3000,636,885,4505,7621,8653,2138,1632,5384,21,1,0,0,6410,4135,3710,6,32
6,4766,10,11894,3371,1075,6280,396,3791,13435,6242,7158,5112,4682,501,0,1,1,6763,3497,5845,3,96
7,4402,0,11113,2157,2665,0,1512,2951,7634,9991,7894,6980,3832,7090,0,1,1,4303,4129,5231,5,82
9,4353,0,11222,1804,3709,5048,1924,4873,8497,8971,5805,3974,13972,509,0,1,1,6633,15345,1362,2,10
7,4178,6,5848,1709,1361,5048,4818,3597,6764,12425,15120,17250,16901,8417,0,1,1,4931,2774,691,8,77
9,2195,2,5493,4368,2621,1056,3520,2816,3341,15122,1322,14283,9590,17,1,0,0,4845,7899,1239,6,75
9,3060,12,6848,4267,3605,1423,1895,4296,2490,12851,11550,14283,8956,4880,1,1,1,3835,7957,4704,2,11
7,3536,12,5848,4393,3627,0,2216,4308,8650,12871,11550,11561,6009,4880,0,1,1,10455,7957,4704,5,96
8,4333,7,11224,3916,1785,0,3810,3646,6016,9648,9460,7927,5943,3966,1,1,1,10455,7955,5845,8,45
9,2805,8,3322,4541,2052,0,3691,3329,4800,8653,5946,6992,13972,7090,0,1,1,6249,10112,5845,8,96
8,4004,2,5848,4555,2117,5458,1792,4574,2027,8653,1648,1328,3033,32,1,0,0,3835,7956,4496,10,3
5,4450,12,8507,626,1046,852,2292,1776,8650,9159,11165,14283,7046,3608,1,1,1,9121,13765,4594,9,90
5,4525,0,10381,500,1218,0,1424,3053,5511,10064,11981,10367,8652,3908,1,1,1,9121,15345,4594,3,11
5,4500,11,11036,1491,2706,0,3897,3167,2711,6807,13301,14283,7851,7090,1,1,1,3048,13764,4594,10,96
3,3887,11,7765,377,3204,0,4074,3006,14533,8284,15120,3776,1573,343,1,1,1,5068,13758,4594,9,96
7,3141,6,5938,2903,2494,1603,2004,4068,8650,8754,14826,14283,9429,7090,1,1,1,8747,13760,4594,5,96
6,2853,8,5848,3203,1567,0,3897,4187,13154,8882,6285,14283,2080,1572,1,1,1,10455,13766,5845,10,79
7,2695,11,5848,2301,1755,286,2565,3764,12374,4317,10143,10088,4661,4213,1,1,1,5068,13759,4594,1,59
